"topic"	"V1"	"V2"	"context"
"motor/noun/ad19990412/46184"	65.0056927241209	-26.6088645803596	"Praten doen ze niet graag , ze zitten liever op de <font color=red><b>motor</b></font> , dan kunnen ze strooien met wielen en helpen bij valpartijen ."	"Praten doen ze niet graag , ze zitten liever op de <font color=red><b>motor</b></font> , dan kunnen ze strooien met wielen en helpen bij valpartijen ."
"motor/noun/ad19990501/5546"	-51.3535702342761	-10.0852333433707	"De basisversie bij Renault heet RN , de basis krachtbron is de 1.4 <font color=red><b>motor</b></font> ."	"De basisversie bij Renault heet RN , de basis krachtbron is de 1.4 <font color=red><b>motor</b></font> ."
"motor/noun/ad19990501/5573"	-34.4000790138528	48.3564477358965	"Maar het is wellicht een aanrader om de 1100 gulden duurdere 1.4 16V <font color=red><b>motor</b></font> te bestellen , want deze zestienklepper loopt net even lekkerder en vooral zuiniger ."	"Maar het is wellicht een aanrader om de 1100 gulden duurdere 1.4 16V <font color=red><b>motor</b></font> te bestellen , want deze zestienklepper loopt net even lekkerder en vooral zuiniger ."
"motor/noun/ad19990508/70067"	-30.0653978653152	15.8403856395723	"De 2,0 liter <font color=red><b>motor</b></font> is van de modernste techniek voorzien ."	"De 2,0 liter <font color=red><b>motor</b></font> is van de modernste techniek voorzien ."
"motor/noun/ad19990515/1282"	-11.4425295838167	-11.4953732761479	"Nieuwe zuigers , een lagere compressieverhouding en een elektrisch gaspedaal zorgen ervoor dat de 1,8 liter <font color=red><b>motor</b></font> gemiddeld bijna 1:15 rijdt ."	"Nieuwe zuigers , een lagere compressieverhouding en een elektrisch gaspedaal zorgen ervoor dat de 1,8 liter <font color=red><b>motor</b></font> gemiddeld bijna 1:15 rijdt ."
"motor/noun/ad19990515/89412"	71.1439151484108	-54.0264880888297	"De ruim 4 liter metende <font color=red><b>motor</b></font> bezorgt de auto een heerlijk soepel en ontspannen , of juist een buitengewoon sportief karakter ."	"De ruim 4 liter metende <font color=red><b>motor</b></font> bezorgt de auto een heerlijk soepel en ontspannen , of juist een buitengewoon sportief karakter ."
"motor/noun/ad19990522/86071"	43.3145773129961	-10.7365611486089	"De van twee turbo's voorziene achtcilinder <font color=red><b>motor</b></font> is buitengewoon indrukwekkend ."	"De van twee turbo's voorziene achtcilinder <font color=red><b>motor</b></font> is buitengewoon indrukwekkend ."
"motor/noun/ad19990607/38279"	9.20063966322705	-54.0917062133084	"Uit de opgenomen data - elke <font color=red><b>motor</b></font> heeft een zwarte doos aan boord die alles registreert - bleek namelijk dat Lucchi helemaal niet vertraagde en dat er van enige problemen geen sprake was ."	"Uit de opgenomen data - elke <font color=red><b>motor</b></font> heeft een zwarte doos aan boord die alles registreert - bleek namelijk dat Lucchi helemaal niet vertraagde en dat er van enige problemen geen sprake was ."
"motor/noun/ad19990607/38318"	-28.5508412158727	-47.2240955459479	"De <font color=red><b>motor</b></font> maakte 12.000 toeren en reed 140 kilometer per uur ."	"De <font color=red><b>motor</b></font> maakte 12.000 toeren en reed 140 kilometer per uur ."
"motor/noun/ad19990608/3217"	25.7072326300206	-66.0058889557988	"Ik rij gemiddeld 1:11 en zo'n 7500 km per jaar , de <font color=red><b>motor</b></font> is aangepast voor Euroloodvrij ."	"Ik rij gemiddeld 1:11 en zo'n 7500 km per jaar , de <font color=red><b>motor</b></font> is aangepast voor Euroloodvrij ."
"motor/noun/ad19990612/58671"	-39.2343252558239	7.3134986060632	"En naar de 3,6 liter cilinderinhoud van de <font color=red><b>motor</b></font> ."	"En naar de 3,6 liter cilinderinhoud van de <font color=red><b>motor</b></font> ."
"motor/noun/ad19990626/50658"	-16.8052819564119	-6.30875501918058	"De <font color=red><b>motor</b></font> in de S-versie heeft 48 pk meer vermogen dan de normale Boxster-krachtbron ."	"De <font color=red><b>motor</b></font> in de S-versie heeft 48 pk meer vermogen dan de normale Boxster-krachtbron ."
"motor/noun/ad19990628/28151"	27.9940756615754	-31.5353499263943	"Mijn 12-jarige dochter is altijd bang geweest voor <font color=red><b>motoren</b></font> ."	"Mijn 12-jarige dochter is altijd bang geweest voor <font color=red><b>motoren</b></font> ."
"motor/noun/ad19990703/32500"	-73.3436034930014	46.3741841788593	"Met de <font color=red><b>motor</b></font> op temperatuur hoor je niet dat dit een diesel is ."	"Met de <font color=red><b>motor</b></font> op temperatuur hoor je niet dat dit een diesel is ."
"motor/noun/ad19990710/50621"	-37.8624865226344	48.8355446624416	"Niet echt goedkoop voor een stadsauto die met een gewone <font color=red><b>motor</b></font> zo'n 7000 gulden goedkoper is ."	"Niet echt goedkoop voor een stadsauto die met een gewone <font color=red><b>motor</b></font> zo'n 7000 gulden goedkoper is ."
"motor/noun/ad19990710/50848"	4.54785818424368	65.7397812118019	"Even de rem loslaten en de <font color=red><b>motor</b></font> slaat dan automatisch weer aan ."	"Even de rem loslaten en de <font color=red><b>motor</b></font> slaat dan automatisch weer aan ."
"motor/noun/ad19990717/24518"	-43.6362131145585	18.1525343342274	"De 1,8 liter <font color=red><b>motor</b></font> is modern en dat merk je ."	"De 1,8 liter <font color=red><b>motor</b></font> is modern en dat merk je ."
"motor/noun/ad19990721/31684"	19.9473209885132	22.766935081708	"Ook stellen de onderzoekers dat het milieu gebaat is bij hun plan , want de buffergasten kunnen hun <font color=red><b>motor</b></font> uitzetten en een krantje lezen ."	"Ook stellen de onderzoekers dat het milieu gebaat is bij hun plan , want de buffergasten kunnen hun <font color=red><b>motor</b></font> uitzetten en een krantje lezen ."
"motor/noun/ad19990731/7079"	50.2530060560854	-6.87148990471435	"Door de <font color=red><b>motor</b></font> gedaan . ""	"Door de <font color=red><b>motor</b></font> gedaan . ""
"motor/noun/ad19990821/13048"	20.1803929099737	0.725758828178314	"In de loop der tijd werden de <font color=red><b>motoren</b></font> verbeterd en in 1989 kreeg de Panda zelfs een semi-onafhankelijke achterwielophanging met schroefveren die de auto op slag meer rijcomfort bezorgde ."	"In de loop der tijd werden de <font color=red><b>motoren</b></font> verbeterd en in 1989 kreeg de Panda zelfs een semi-onafhankelijke achterwielophanging met schroefveren die de auto op slag meer rijcomfort bezorgde ."
"motor/noun/ad19990904/60463"	-34.6180538018434	1.74370978265176	"Hij is uitsluitend verkrijgbaar in combinatie met de standaard 1,8 liter viercilinder <font color=red><b>motor</b></font> ( 120 pk ) ."	"Hij is uitsluitend verkrijgbaar in combinatie met de standaard 1,8 liter viercilinder <font color=red><b>motor</b></font> ( 120 pk ) ."
"motor/noun/ad19990911/58296"	53.5009977331578	-3.67485398519631	"De <font color=red><b>motor</b></font> reageert namelijk niet erg spontaan op het gaspedaal en ofschoon hij gemakkelijk veel toeren verdraagt , is de 1.2 16V helaas geen pittige auto ."	"De <font color=red><b>motor</b></font> reageert namelijk niet erg spontaan op het gaspedaal en ofschoon hij gemakkelijk veel toeren verdraagt , is de 1.2 16V helaas geen pittige auto ."
"motor/noun/ad19990921/14969"	-19.6921159185671	43.7012453217093	"Er zijn 55.000 <font color=red><b>motoren</b></font> verkocht aan meer dan 300 luchtvaartmaatschappijen en nationale luchtmachten ."	"Er zijn 55.000 <font color=red><b>motoren</b></font> verkocht aan meer dan 300 luchtvaartmaatschappijen en nationale luchtmachten ."
"motor/noun/ad19990925/54628"	-57.2822121854454	21.6545760652792	"De relatief kleine 1,4 liter <font color=red><b>motor</b></font> is modern en levert de daarbij horende prestaties ."	"De relatief kleine 1,4 liter <font color=red><b>motor</b></font> is modern en levert de daarbij horende prestaties ."
"motor/noun/ad19990925/55198"	-48.6789556917948	26.2367491992287	"De nieuwe Move heeft een moderne , zuinige , 1,0 liter <font color=red><b>motor</b></font> die we al eerder in andere Daihatsu-modellen tegenkwamen ."	"De nieuwe Move heeft een moderne , zuinige , 1,0 liter <font color=red><b>motor</b></font> die we al eerder in andere Daihatsu-modellen tegenkwamen ."
"motor/noun/ad19990928/12272"	-10.2251657963269	20.1363626107664	"Dat komt doordat fabrikanten de <font color=red><b>motoren</b></font> steeds efficiënter hun werk laten doen ."	"Dat komt doordat fabrikanten de <font color=red><b>motoren</b></font> steeds efficiënter hun werk laten doen ."
"motor/noun/ad19991009/33201"	71.7610716107622	32.8559179168	"Ook met de uitstoot van kooldioxide komt deze <font color=red><b>motor</b></font> bijzonder goed uit de bus ."	"Ook met de uitstoot van kooldioxide komt deze <font color=red><b>motor</b></font> bijzonder goed uit de bus ."
"motor/noun/ad19991009/33297"	25.7839188720348	-1.27556893190161	"De <font color=red><b>motor</b></font> is aan alle kanten door geluiddempend materiaal afgeschermd ."	"De <font color=red><b>motor</b></font> is aan alle kanten door geluiddempend materiaal afgeschermd ."
"motor/noun/ad19991009/33311"	-47.3615410873597	-33.9527058287027	"Onder de <font color=red><b>motor</b></font> en de versnellingsbak bevindt zich een isolatieplaat , terwijl ook de motor zelf is afgedekt door geluiddempende panelen ."	"Onder de <font color=red><b>motor</b></font> en de versnellingsbak bevindt zich een isolatieplaat , terwijl ook de motor zelf is afgedekt door geluiddempende panelen ."
"motor/noun/ad19991009/33323"	-45.5857571423414	-28.8637274264906	"Onder de motor en de versnellingsbak bevindt zich een isolatieplaat , terwijl ook de <font color=red><b>motor</b></font> zelf is afgedekt door geluiddempende panelen ."	"Onder de motor en de versnellingsbak bevindt zich een isolatieplaat , terwijl ook de <font color=red><b>motor</b></font> zelf is afgedekt door geluiddempende panelen ."
"motor/noun/ad19991009/33367"	38.8000915018584	-84.0214200985568	"Dat is met de HDI niet minder , al valt het wel op dat de circa 40 kg zwaardere <font color=red><b>motor</b></font> de auto een iets ander stuurkarakter geeft ."	"Dat is met de HDI niet minder , al valt het wel op dat de circa 40 kg zwaardere <font color=red><b>motor</b></font> de auto een iets ander stuurkarakter geeft ."
"motor/noun/ad19991011/14452"	21.9289245469205	-52.7004579463862	"Camera's registreren vanaf de <font color=red><b>motor</b></font> , uit de lucht , op de berg en bij de eindstreep ."	"Camera's registreren vanaf de <font color=red><b>motor</b></font> , uit de lucht , op de berg en bij de eindstreep ."
"motor/noun/ad19991030/34926"	-36.4299490086749	22.2860806876659	"ABS en EBD zijn standaard vanaf de GS , terwijl voor een automaat ( alleen met 1,5 liter <font color=red><b>motor</b></font> ) , lederen stuurwiel , versnellingspookknop en een zonnedak , extra moet worden betaald ."	"ABS en EBD zijn standaard vanaf de GS , terwijl voor een automaat ( alleen met 1,5 liter <font color=red><b>motor</b></font> ) , lederen stuurwiel , versnellingspookknop en een zonnedak , extra moet worden betaald ."
"motor/noun/ad19991030/67239"	12.6133741639718	7.5744966302949	"" Wij hadden al in 1982 patenten op deze <font color=red><b>motor</b></font> " , aldus Renault-ingenieur Courbet ."	"" Wij hadden al in 1982 patenten op deze <font color=red><b>motor</b></font> " , aldus Renault-ingenieur Courbet ."
"motor/noun/ad19991113/13192"	59.048837375914	33.9557148534517	"In de korte neus zit nu een nieuwe driecilinder <font color=red><b>motor</b></font> met elektronische , meervoudige brandstofinspuiting ."	"In de korte neus zit nu een nieuwe driecilinder <font color=red><b>motor</b></font> met elektronische , meervoudige brandstofinspuiting ."
"motor/noun/ad19991204/34625"	-55.1677897955206	24.2260527621841	"De 1,3 liter <font color=red><b>motor</b></font> is redelijk zuinig en levert de prestaties die bij deze moderne auto passen ."	"De 1,3 liter <font color=red><b>motor</b></font> is redelijk zuinig en levert de prestaties die bij deze moderne auto passen ."
"motor/noun/ad19991211/79652"	-47.527718773361	17.4759335847847	"De 1,5 liter <font color=red><b>motor</b></font> reageert verrassend goed op de wensen van de bestuurder ."	"De 1,5 liter <font color=red><b>motor</b></font> reageert verrassend goed op de wensen van de bestuurder ."
"motor/noun/ad19991224/7969"	13.0564499031813	-4.32539334279348	"Het is een heel moderne <font color=red><b>motor</b></font> , waarmee wat bijzonders aan de hand is ."	"Het is een heel moderne <font color=red><b>motor</b></font> , waarmee wat bijzonders aan de hand is ."
"motor/noun/ad19991224/7982"	-23.2077925709533	0.66449522482387	"De <font color=red><b>motor</b></font> levert een behoorlijk grote trekkracht van 165 Nm bij 1800 tpm en dat is bij een eerste kennismaking goed te merken ."	"De <font color=red><b>motor</b></font> levert een behoorlijk grote trekkracht van 165 Nm bij 1800 tpm en dat is bij een eerste kennismaking goed te merken ."
"motor/noun/ad20000124/24585"	5.65239668087458	-0.7366043683913	"De <font color=red><b>motor</b></font> heeft niet één keer gestotterd , ik ben maar één keer gevallen - de tweede dag zat ik plat op mijn kont in gras van een halve meter hoog - en nergens hopeloos verkeerd gereden , zoals vorig jaar nogal eens gebeurde ."	"De <font color=red><b>motor</b></font> heeft niet één keer gestotterd , ik ben maar één keer gevallen - de tweede dag zat ik plat op mijn kont in gras van een halve meter hoog - en nergens hopeloos verkeerd gereden , zoals vorig jaar nogal eens gebeurde ."
"motor/noun/ad20000129/12817"	37.4222154619496	-13.9369359463201	"De Joice heeft een levendige <font color=red><b>motor</b></font> , maar hij maakte in de testauto soms een gierend geluid , vooral net na de koude start ."	"De Joice heeft een levendige <font color=red><b>motor</b></font> , maar hij maakte in de testauto soms een gierend geluid , vooral net na de koude start ."
"motor/noun/ad20000129/59007"	66.7064100252971	-5.39184647135697	"Door het ontbreken van een turbo is de <font color=red><b>motor</b></font> eigenlijk te zwak om vlot door het stadsverkeer te laveren ."	"Door het ontbreken van een turbo is de <font color=red><b>motor</b></font> eigenlijk te zwak om vlot door het stadsverkeer te laveren ."
"motor/noun/ad20000212/14867"	32.7975401759725	90.2371961470194	"" Onze <font color=red><b>motor</b></font> zou daardoor misschien wel iets stiller zijn geworden , maar hij zou ook vuilere uitlaatgassen verspreiden . ""	"" Onze <font color=red><b>motor</b></font> zou daardoor misschien wel iets stiller zijn geworden , maar hij zou ook vuilere uitlaatgassen verspreiden . ""
"motor/noun/ad20000212/15030"	72.9448778876363	-46.4004529277729	"Van rammelende , rauwe en rumoerige <font color=red><b>motoren</b></font> in bedrijfswagens hebben de diesels zich ontpopt tot soepele , stille en zuinige krachtbronnen die in chique limousines niet misstaan ."	"Van rammelende , rauwe en rumoerige <font color=red><b>motoren</b></font> in bedrijfswagens hebben de diesels zich ontpopt tot soepele , stille en zuinige krachtbronnen die in chique limousines niet misstaan ."
"motor/noun/ad20000311/1946"	-56.2791017074769	18.4248450223035	"De vernieuwde 1,6 liter VVTi-liter <font color=red><b>motor</b></font> bezorgt deze Corolla de prestaties die bij zo'n moderne auto passen ."	"De vernieuwde 1,6 liter VVTi-liter <font color=red><b>motor</b></font> bezorgt deze Corolla de prestaties die bij zo'n moderne auto passen ."
"motor/noun/ad20000314/48050"	-23.3529829065665	-36.8788529157552	"Automobilisten kunnen dan gewoon invoegen en verder de <font color=red><b>motor</b></font> afzetten want de weg rolt hen vanzelf naar de plaats van bestemming ."	"Automobilisten kunnen dan gewoon invoegen en verder de <font color=red><b>motor</b></font> afzetten want de weg rolt hen vanzelf naar de plaats van bestemming ."
"motor/noun/ad20000318/1287"	-37.4797282592192	-13.708937533696	"De wielbasis van 2,60 meter is ongewijzigd , hij krijgt dezelfde <font color=red><b>motoren</b></font> en zelfs de lengte bleef gelijk ."	"De wielbasis van 2,60 meter is ongewijzigd , hij krijgt dezelfde <font color=red><b>motoren</b></font> en zelfs de lengte bleef gelijk ."
"motor/noun/ad20000325/63009"	-35.1843499379377	7.1253694047451	"De door ons bereden 2,2 liter <font color=red><b>motor</b></font> met 147 pk is een perfecte krachtbron voor de coupé ."	"De door ons bereden 2,2 liter <font color=red><b>motor</b></font> met 147 pk is een perfecte krachtbron voor de coupé ."
"motor/noun/ad20000325/7914"	-73.8234026912602	-22.9922459321676	"Een defect aan de <font color=red><b>motor</b></font> dwong hem in de 47e ronde op te geven ."	"Een defect aan de <font color=red><b>motor</b></font> dwong hem in de 47e ronde op te geven ."
"motor/noun/ad20000325/79582"	11.1159800917946	35.9148166876814	"Fijne , zuinige <font color=red><b>motoren</b></font> ."	"Fijne , zuinige <font color=red><b>motoren</b></font> ."
"motor/noun/ad20000401/28145"	38.3912522141588	-86.9221923943328	"Vaak klinkt de <font color=red><b>motor</b></font> zwaar brommend , alsof men vergeet terug te schakelen ."	"Vaak klinkt de <font color=red><b>motor</b></font> zwaar brommend , alsof men vergeet terug te schakelen ."
"motor/noun/ad20000401/34441"	8.46934322235777	-0.354592875299294	"Je <font color=red><b>motor</b></font> zeurt al jaren om een buitenlandse vakantie ."	"Je <font color=red><b>motor</b></font> zeurt al jaren om een buitenlandse vakantie ."
"motor/noun/ad20000408/79"	52.8936266147864	-12.6883268682742	"Ook oververhitting van de <font color=red><b>motor</b></font> is niet ondenkbaar ."	"Ook oververhitting van de <font color=red><b>motor</b></font> is niet ondenkbaar ."
"motor/noun/ad20000422/11412"	-29.8023952426776	19.504044071545	"De 1,3 liter <font color=red><b>motor</b></font> past perfect bij het praktische karakter van deze auto ."	"De 1,3 liter <font color=red><b>motor</b></font> past perfect bij het praktische karakter van deze auto ."
"motor/noun/ad20000506/40080"	-1.29482335049428	-50.5004851515459	"Wildervanck noemt het frappant dat betere en veiligere auto's en <font color=red><b>motoren</b></font> juist een onveiliger weggedrag uitlokken ."	"Wildervanck noemt het frappant dat betere en veiligere auto's en <font color=red><b>motoren</b></font> juist een onveiliger weggedrag uitlokken ."
"motor/noun/ad20000603/57366"	44.8874353825409	-75.8290825923248	"De <font color=red><b>motor</b></font> klinkt wel rauw , als van een echte bedrijfswagen ."	"De <font color=red><b>motor</b></font> klinkt wel rauw , als van een echte bedrijfswagen ."
"motor/noun/ad20000617/717"	74.8208460130744	-51.2516649934445	"Er is nauwelijks sprake van een voorgloeitijd en de <font color=red><b>motor</b></font> presteert krachtig en soepel ."	"Er is nauwelijks sprake van een voorgloeitijd en de <font color=red><b>motor</b></font> presteert krachtig en soepel ."
"motor/noun/ad20000623/25839"	38.9636396512944	-23.2817575976176	"" De banden zijn beter , de <font color=red><b>motoren</b></font> zijn beter en de coureurs lijken me ook niet minder geworden ."	"" De banden zijn beter , de <font color=red><b>motoren</b></font> zijn beter en de coureurs lijken me ook niet minder geworden ."
"motor/noun/ad20000624/58235"	-24.9756011222928	-38.6371064034681	"Vooral op de snelweg wordt de <font color=red><b>motor</b></font> gauw rumoerig ."	"Vooral op de snelweg wordt de <font color=red><b>motor</b></font> gauw rumoerig ."
"motor/noun/ad20000624/58256"	-15.0184153716785	4.10933242852784	"De kleine <font color=red><b>motor</b></font> is met een verbruik van zo'n 1 op 13 natuurlijk redelijk zuinig , maar wij hadden toch nog meer zuinigheid verwacht ."	"De kleine <font color=red><b>motor</b></font> is met een verbruik van zo'n 1 op 13 natuurlijk redelijk zuinig , maar wij hadden toch nog meer zuinigheid verwacht ."
"motor/noun/ad20000708/4436"	-52.455138743891	-63.9270243238107	"Een kilometer voor het einde zitten we zo stuk , dat we zonder onze <font color=red><b>motoren</b></font> verder moeten ."	"Een kilometer voor het einde zitten we zo stuk , dat we zonder onze <font color=red><b>motoren</b></font> verder moeten ."
"motor/noun/ad20000727/4040"	15.2882176134258	-59.1123330283491	"Die toont immers aan dat de crash waarschijnlijk niet is veroorzaakt door haarscheurtjes , maar door brand in een van de <font color=red><b>motoren</b></font> ."	"Die toont immers aan dat de crash waarschijnlijk niet is veroorzaakt door haarscheurtjes , maar door brand in een van de <font color=red><b>motoren</b></font> ."
"motor/noun/ad20000802/8758"	-2.65728577706644	-77.1123100723704	"De Rie , altijd bezig met auto's en <font color=red><b>motoren</b></font> , ` sprak nooit over politiek ' ."	"De Rie , altijd bezig met auto's en <font color=red><b>motoren</b></font> , ` sprak nooit over politiek ' ."
"motor/noun/ad20000805/49095"	-36.8624872001509	3.80874768715396	"Suzuki monteert een moderne 1,3 liter zestienkleps <font color=red><b>motor</b></font> ( 80 pk ) in de Jimny ."	"Suzuki monteert een moderne 1,3 liter zestienkleps <font color=red><b>motor</b></font> ( 80 pk ) in de Jimny ."
"motor/noun/ad20000805/49144"	-14.6769579176227	-16.8138707617174	"Ook hogerop in het toerenbereik wekt de <font color=red><b>motor</b></font> de indruk amper toereikend te zijn om de Jimny enigszins vlot voort te bewegen ."	"Ook hogerop in het toerenbereik wekt de <font color=red><b>motor</b></font> de indruk amper toereikend te zijn om de Jimny enigszins vlot voort te bewegen ."
"motor/noun/ad20000807/40267"	5.88874488282581	-10.147322110566	"Een monteur duwt de <font color=red><b>motor</b></font> aan , we zijn weg ."	"Een monteur duwt de <font color=red><b>motor</b></font> aan , we zijn weg ."
"motor/noun/ad20000819/54187"	-38.3219402888678	53.5608317294797	"De door ons geteste 111 stationwagon kost ƒ23.799 , maar dat komt omdat een stationwagon 2000 gulden duurder uitvalt dan een sedan en daar komt nog 800 gulden bij voor de nagelnieuwe zestienkleps <font color=red><b>motor</b></font> ."	"De door ons geteste 111 stationwagon kost ƒ23.799 , maar dat komt omdat een stationwagon 2000 gulden duurder uitvalt dan een sedan en daar komt nog 800 gulden bij voor de nagelnieuwe zestienkleps <font color=red><b>motor</b></font> ."
"motor/noun/ad20000909/43189"	-40.6609235231884	19.9072834838736	"Het programma begint met de 1,6 en de 1,8 liter <font color=red><b>motoren</b></font> met VVTi , wat staat voor variabele klepopening ."	"Het programma begint met de 1,6 en de 1,8 liter <font color=red><b>motoren</b></font> met VVTi , wat staat voor variabele klepopening ."
"motor/noun/ad20000916/35116"	10.555737635888	-17.7452896194635	"En ook voor het milieu zegt hij al langer oog te hebben : " Ik zeg nu al tegen de leerlingen dat ze voor spoorbomen of een open brug de <font color=red><b>motor</b></font> moeten afzetten ."	"En ook voor het milieu zegt hij al langer oog te hebben : " Ik zeg nu al tegen de leerlingen dat ze voor spoorbomen of een open brug de <font color=red><b>motor</b></font> moeten afzetten ."
"motor/noun/ad20000916/65531"	89.3152460670985	-4.81076933980198	"Hoe afwijkend kan en mag een <font color=red><b>motor</b></font> zijn ?"	"Hoe afwijkend kan en mag een <font color=red><b>motor</b></font> zijn ?"
"motor/noun/ad20000916/65733"	63.7740529806765	-70.1814086086775	"De concurrentie kan de borst nat maken , want met 145 pk bij 237 kilo belooft de <font color=red><b>motor</b></font> grootse prestaties ."	"De concurrentie kan de borst nat maken , want met 145 pk bij 237 kilo belooft de <font color=red><b>motor</b></font> grootse prestaties ."
"motor/noun/ad20000916/66598"	29.2109614952304	90.211564260406	"Zowel de <font color=red><b>motor</b></font> als de rijwind laat zich nauwelijks horen ."	"Zowel de <font color=red><b>motor</b></font> als de rijwind laat zich nauwelijks horen ."
"motor/noun/ad20000930/71604"	-57.4201176936186	44.6613204808018	"Daaruit bleek dat de industrie al vergevorderd is met de ontwikkeling van nieuwe , schonere <font color=red><b>motoren</b></font> ."	"Daaruit bleek dat de industrie al vergevorderd is met de ontwikkeling van nieuwe , schonere <font color=red><b>motoren</b></font> ."
"motor/noun/ad20001028/3529"	22.7032694893013	47.3826935794983	"Maar de 225 pk aan vermogen en 305 Nm aan koppel zijn wel degelijk gelijk aan de veel grotere , voor de portemonnee en het milieu veel ongunstiger <font color=red><b>motor</b></font> ."	"Maar de 225 pk aan vermogen en 305 Nm aan koppel zijn wel degelijk gelijk aan de veel grotere , voor de portemonnee en het milieu veel ongunstiger <font color=red><b>motor</b></font> ."
"motor/noun/ad20001104/16377"	-41.4365137284153	4.99661748082241	"Deze Celica heeft dezelfde 1,8 liter <font color=red><b>motor</b></font> als de basisversie , maar de krachtbron is iets opgepept en de lifthoogte van de kleppen is nu variabel ."	"Deze Celica heeft dezelfde 1,8 liter <font color=red><b>motor</b></font> als de basisversie , maar de krachtbron is iets opgepept en de lifthoogte van de kleppen is nu variabel ."
"motor/noun/ad20001104/16416"	-25.7342179251008	0.00295135821875909	"De viercilinder <font color=red><b>motor</b></font> , gekoppeld aan een zesbak , levert nu 192 in plaats van 143 pk ."	"De viercilinder <font color=red><b>motor</b></font> , gekoppeld aan een zesbak , levert nu 192 in plaats van 143 pk ."
"motor/noun/ad20001104/3826"	-95.464620835465	-46.157440815312	"Ruime keus uit <font color=red><b>motoren</b></font> ."	"Ruime keus uit <font color=red><b>motoren</b></font> ."
"motor/noun/ad20001111/26295"	23.9385284146196	-13.7836780968965	"Hij stuurt strak , de <font color=red><b>motor</b></font> trekt krachtig , kortom , alles wat je van een sportwagen voor de prijs van een aardig hoekhuis zoal mag verwachten ."	"Hij stuurt strak , de <font color=red><b>motor</b></font> trekt krachtig , kortom , alles wat je van een sportwagen voor de prijs van een aardig hoekhuis zoal mag verwachten ."
"motor/noun/ad20001111/76171"	-34.1383489643663	28.9071835669369	"De 1,6 liter <font color=red><b>motor</b></font> reageert gewillig op het gaspedaal ."	"De 1,6 liter <font color=red><b>motor</b></font> reageert gewillig op het gaspedaal ."
