"topic"	"V1"	"V2"	"context"
"motor/noun/ad19990421/32889"	19.9939224651702	46.4065142601439	"Het gaat gewoon om snelheid , lef en de kwaliteit van de <font color=red><b>motor</b></font> ."
"motor/noun/ad19990426/47796"	-12.9369944740811	-12.0035690828601	"Het was toch ongelooflijk hoeveel <font color=red><b>motoren</b></font> de hele dag bij ons in de buurt reden ."
"motor/noun/ad19990503/1431"	-18.3704925529949	29.9539532232334	"De <font color=red><b>motor</b></font> botste op de auto voor hem en raakte daarna een boom ."
"motor/noun/ad19990503/8187"	5.57453690474907	-9.27980876351272	"Tientallen tractors met brullende <font color=red><b>motoren</b></font> rijden tussen de volgepakte ezels en paarden ."
"motor/noun/ad19990515/1282"	29.7819805976561	-22.5305831129705	"Nieuwe zuigers , een lagere compressieverhouding en een elektrisch gaspedaal zorgen ervoor dat de 1,8 liter <font color=red><b>motor</b></font> gemiddeld bijna 1:15 rijdt ."
"motor/noun/ad19990515/16668"	46.193345308276	-11.5629702417595	"Wanneer je de sleutel omdraait ( links , typisch Porsche ) is direct het kenmerkende donkere geluid van de <font color=red><b>motor</b></font> hoorbaar ."
"motor/noun/ad19990525/28138"	25.4906408255251	-1.30055461992462	"Ruim een week geleden reed de Mandervener , twee keer Nederlands kampioen in de 125cc , nog op zijn eigen <font color=red><b>motor</b></font> in Eemshaven ."
"motor/noun/ad19990525/28169"	11.8596990509628	7.1825672812111	"" De eerste keer dat ik op deze <font color=red><b>motor</b></font> reed , wist ik niet wat ik voelde ."
"motor/noun/ad19990531/307"	-28.9579015105923	41.3836995680836	"Dertien motorrijders moesten zaterdag met hun <font color=red><b>motoren</b></font> onder een geïmproviseerde brandweerdouche , nadat ze op de A27 richting Tilburg door een ` gifwolk ' waren gereden ."
"motor/noun/ad19990531/360"	25.9010619662539	0.0846971537338143	"Zeven <font color=red><b>motoren</b></font> met daarop 13 personen reden vervolgens door de wolk ."
"motor/noun/ad19990603/55646"	-0.904984978446822	7.6459852157928	"Ooit is het wel zo begonnen , toen Assen nog een stratencircuit had en eigenlijk iedereen mee kon doen die op een <font color=red><b>motor</b></font> kon rijden ."
"motor/noun/ad19990605/9407"	-2.96932197947677	8.13360177885634	"" Ik stap op de <font color=red><b>motor</b></font> en ga rijden ."
"motor/noun/ad19990607/38279"	23.4283634771015	4.62233850534673	"Uit de opgenomen data - elke <font color=red><b>motor</b></font> heeft een zwarte doos aan boord die alles registreert - bleek namelijk dat Lucchi helemaal niet vertraagde en dat er van enige problemen geen sprake was ."
"motor/noun/ad19990607/39002"	9.66643261484283	-11.5284375080042	"Filart werd in de vijfde ronde van zijn <font color=red><b>motor</b></font> gereden door de Italiaan Ivan Clementi ."
"motor/noun/ad19990623/47042"	-19.3292085856059	-1.09673227197938	"Minister Netelenbos wil een verbod op de verkoop van snelle <font color=red><b>motoren</b></font> ."
"motor/noun/ad19990624/51766"	5.38350381560077	-13.6142090606235	"Waarom deze <font color=red><b>motoren</b></font> in Nederland verbieden ?"
"motor/noun/ad19990624/51823"	-47.4267506645146	-0.0341615481761747	"Waarom begrens je niet alle <font color=red><b>motoren</b></font> op precies 120 km per uur , je mag toch niet harder rijden dan 120 ?"
"motor/noun/ad19990624/51957"	-33.9949008115988	-4.36705389690635	"Maar niet op de <font color=red><b>motor</b></font> hoor , je haalt eerst je lichte motorrijbewijs en mag je op een opgevoerde brommer rijden ( waar je voorheen ook al op reed ) ."
"motor/noun/ad19990625/36638"	5.57157314880447	-14.4851610426267	"Zoals ik het ook wel leuk vind om te zien hoe goed Sete Gibernau uit de voeten kan op mijn <font color=red><b>motor</b></font> ."
"motor/noun/ad19990625/40731"	-47.3460927746712	3.03034163632088	"Ook wil zij <font color=red><b>motoren</b></font> die sneller kunnen rijden dan 300 kilometer per uur verbieden omdat dit de verkeersveiligheid in gevaar zou brengen ."
"motor/noun/ad19990626/26231"	23.1552226389259	27.7840740765547	"De <font color=red><b>motor</b></font> van Van den Goorbergh werd wel weer opgebouwd en hij reed er gisteren ook weer op , maar de machine is nog niet 100 procent in orde ."
"motor/noun/ad19990628/18361"	-129.011157235281	-716.110469695204	"Ik hoorde het lawaai boven mijn <font color=red><b>motor</b></font> uit en zag vanuit mijn ooghoeken dat iedereen op de banken stond ."
"motor/noun/ad19990628/26738"	10.4400380510832	-8.32497366506028	"Ik hou ervan de <font color=red><b>motor</b></font> te vertroetelen ."
"motor/noun/ad19990628/26767"	-0.0200420847743548	9.36403918319565	"Ik rij geen <font color=red><b>motor</b></font> om te racen ."
"motor/noun/ad19990628/26835"	-36.0202282397818	16.5604017336711	"Ze weet dat die <font color=red><b>motor</b></font> niet belangrijker is dan zij , al scheelt het niet veel ."
"motor/noun/ad19990628/27424"	5.91134744560591	-0.560087077260732	"" Ik kan niet zonder die <font color=red><b>motor</b></font> ."
"motor/noun/ad19990628/28016"	41.9937713228152	18.2643096407696	"Het is dat je met een <font color=red><b>motor</b></font> geen seks kunt hebben , anders zou hij boven mijn vrouw staan ."
"motor/noun/ad19990630/34015"	-19.8622662060626	-47.7876156822785	" <font color=red><b>Motoren</b></font> veroorzaken geen files , aldus de stichting ."
"motor/noun/ad19990703/28642"	-25.597313876732	38.6679119918695	"Bij de meeste ongelukken waarbij een <font color=red><b>motor</b></font> betrokken is , is niet de motorrijder schuldig ."
"motor/noun/ad19990703/28662"	29.9178195101759	-37.3928699031736	"Derhalve is het niet terecht ( snelle ) <font color=red><b>motoren</b></font> te verbieden ."
"motor/noun/ad19990703/28668"	-9.14103140399811	-40.6755838124301	" <font color=red><b>Motoren</b></font> moeten worden gevrijwaard van rekeningrijden , daar motoren geen files veroorzaken , maar juist files verminderen ."
"motor/noun/ad19990703/28676"	-9.15090968182149	-40.694749885767	"Motoren moeten worden gevrijwaard van rekeningrijden , daar <font color=red><b>motoren</b></font> geen files veroorzaken , maar juist files verminderen ."
"motor/noun/ad19990708/25888"	1.93827241349359	-21.3463069242471	"Het rondvaartbootje heeft een kleine <font color=red><b>motor</b></font> , maar de ` bomer ' duwt ook als een gondelier met een lange stok het vaartuig door het ondiepe water ."
"motor/noun/ad19990719/34622"	-29.6899665194811	11.5507436759967	"Ik was al blij dat ik op de <font color=red><b>motor</b></font> kon blijven zitten . ""
"motor/noun/ad19990726/3684"	33.7942509786453	-16.4769587963068	"In de warme maanden zijn er meer <font color=red><b>motoren</b></font> op de weg dan in de rest van het jaar ."
"motor/noun/ad19990731/55356"	-17.6404942568643	-50.134261494155	"Samen met een goede vriend , Bart in dit geval , op de <font color=red><b>motor</b></font> naar het strand ."
"motor/noun/ad19990823/5368"	10.8462947851328	-49.0955733234137	"Niet gek voor een <font color=red><b>motor</b></font> die van oorsprong in een zijspan hoort " , straalde hij bij de persconferentie ."
"motor/noun/ad19990925/51472"	3.36742243603876	22.750876253334	"In de eerste versnelling lekker doortrekken tot 4000 toeren of meer , want de rij-instructeur zei altijd : Anders wordt de <font color=red><b>motor</b></font> lui . ""
"motor/noun/ad19991015/9348"	-11.0000314128773	-25.9886665016612	"Twee <font color=red><b>motoren</b></font> kwamen achter het tweetal aan , de derde ging er naast rijden ."
"motor/noun/ad19991016/2255"	14.1878146779629	1.93976195522039	"Het verlangen om ooit zelf zo'n <font color=red><b>motor</b></font> te rijden is daarna altijd latent aanwezig geweest ."
"motor/noun/ad19991016/2272"	7.15162160771503	8.89614056525351	"Toch heb ik aanvankelijk andere <font color=red><b>motoren</b></font> gereden , want toen ik in 1976 met motorrijden begon was Harley op sterven na dood ."
"motor/noun/ad19991016/3345"	20.7501169311407	25.9634499864343	"Als hij uiterlijk naar je zin is - en dat kun je helemaal naar eigen idee invullen - dan komt de <font color=red><b>motor</b></font> zelf aan bod ."
"motor/noun/ad19991016/4182"	11.4491425189955	6.0799133168974	"In mijn jeugd heb ik <font color=red><b>motor</b></font> gereden , daarna een tijdje niet en sinds negen jaar weer wel ."
"motor/noun/ad19991101/7081"	-26.8038672493926	30.1566754489692	"In Denekamp overleed een 20-jarige man uit Weerselo na een ongelukkige val met zijn <font color=red><b>motor</b></font> op een zandpad ."
"motor/noun/ad19991222/35115"	-8.1116449710104	-10.3416229435114	"" Ik was in Oostenrijk bij de fabriek om mijn eigen <font color=red><b>motor</b></font> , een gewone productiemachine , op te halen en riep dat ik dan wel op Magnaldi's motor wilde rijden ."
"motor/noun/ad19991222/35132"	19.0114553527307	21.6594090702721	"" Ik was in Oostenrijk bij de fabriek om mijn eigen motor , een gewone productiemachine , op te halen en riep dat ik dan wel op Magnaldi's <font color=red><b>motor</b></font> wilde rijden ."
"motor/noun/ad20000105/27615"	7.38096762250235	-0.204009041361223	"Zo gauw hij op een <font color=red><b>motor</b></font> mocht rijden , ging hij mee met zijn vader , die op zondag nog steeds met een groepje vrienden erop uit trekt ."
"motor/noun/ad20000105/28486"	4.37967438336523	8.56319694442138	"" Die stopt alleen als hij de <font color=red><b>motor</b></font> aan stukken rijdt of zelf iets breekt ."
"motor/noun/ad20000106/43724"	38.1083110843941	4.55328739209092	"Hij doet mee voor de 6de keer ( 2x <font color=red><b>motor</b></font> , 2x auto , 1x vrachtwagen ) en koos ook voor de KTM 660 ."
"motor/noun/ad20000106/43910"	39.7272797719273	5.16882658197259	"De 22ste Dakar wordt voor Vercoelen de 6de keer ( 1x vrachtwagen , 4x <font color=red><b>motor</b></font> ) ."
"motor/noun/ad20000107/8242"	35.2556235448143	3.83476995494764	"Gisterochtend gingen in Dakar , gewoonlijk de finishplaats van de rally dwars door de Sahara , 203 <font color=red><b>motoren</b></font> , 143 auto's en 68 trucks van start ."
"motor/noun/ad20000113/14032"	35.2734266880852	6.84124845986141	"Ze zien hun <font color=red><b>motor</b></font> , auto of vrachtwagen pas terug op zondagavond ."
"motor/noun/ad20000113/35967"	-14.1474775349221	-25.6387598379587	"" Die <font color=red><b>motoren</b></font> rijden als gekken , edelachtbare ! ""
"motor/noun/ad20000118/30769"	-26.0857201920434	-12.2429844568104	"Met de <font color=red><b>motor</b></font> is te gevaarlijk - wat die jongens doen , daar heb ik diep respect voor : zonder bescherming , zonder reservemateriaal ."
"motor/noun/ad20000119/26914"	-14.3244665876819	17.2463361613819	"Voor de dagwinnaar bij de <font color=red><b>motoren</b></font> , de Zuid-Afrikaan Alfie Cox , veranderde er niet veel ."
"motor/noun/ad20000121/39799"	3.58528655673002	27.2959353686725	"" Na de wedstrijd moest ik nog even naar de paspoortcontrole en toen deed de <font color=red><b>motor</b></font> het niet meer ."
"motor/noun/ad20000211/44121"	-20.1100678910037	35.0743665270542	"Bij het ongeval waren twee auto's en een <font color=red><b>motor</b></font> betrokken ."
"motor/noun/ad20000217/10166"	40.3254893835483	28.5938113862125	"Hun rentegevoeligheid is en blijft daarmee de beurs parten spelen , maar " ze was ook de <font color=red><b>motor</b></font> achter de stijging van de afgelopen jaren " , aldus Lefevbre ."
"motor/noun/ad20000229/21112"	7.57788788112996	27.5773361233151	"Iedereen heeft dezelfde chassis en dezelfde <font color=red><b>motor</b></font> , dus het is heel eerlijk ."
"motor/noun/ad20000311/37310"	-1.43609082973013	3.15803455827489	"Dan kom je aan bij het terrein , moet je als de donder de <font color=red><b>motor</b></font> in orde maken en rijden ."
"motor/noun/ad20000313/22278"	6.84684364358332	5.67432578926548	"" Er hadden <font color=red><b>motoren</b></font> gereden , het heilige ijs was gegeseld en onteerd . ""
"motor/noun/ad20000313/22909"	6.98330888833388	7.20285470668705	"Zo ver kwam het niet : Zorn maakte een fout door in een hoopje ijsklonten te rijden , viel bijna van zijn <font color=red><b>motor</b></font> en kon de achterstand niet meer goedmaken ."
"motor/noun/ad20000327/31436"	-2.04905923994992	-12.5698840514389	"ME-busjes , politiebusjes , <font color=red><b>motors</b></font> en surveillancewagens rijden af en aan ."
"motor/noun/ad20000406/13671"	2.78219718632935	-17.4944195956708	"Een 38-jarige Nijmegenaar is opgepakt voor het in brand steken van zeker tien auto's en <font color=red><b>motoren</b></font> eind vorig jaar ."
"motor/noun/ad20000408/50764"	40.2798484504691	-26.7301182716802	"Wie de contactsleutel van de PT omdraait , hoort een beschaafd klinkende <font color=red><b>motor</b></font> ."
"motor/noun/ad20000408/50774"	40.3897920562893	-26.6994453633666	"De 140 pk sterke 2,0 liter <font color=red><b>motor</b></font> blijkt de auto goed aan te kunnen , maar daarmee is dan ook alles gezegd ."
"motor/noun/ad20000410/25206"	23.3998299338195	28.4374315307699	"" Ik wil nog wel en de <font color=red><b>motor</b></font> kan ook GP's winnen , maar mijn lichaam protesteert ."
"motor/noun/ad20000411/39021"	-19.0673117902584	16.2816998292516	"Jos Hermens kwam op de <font color=red><b>motor</b></font> naast me rijden en schreeuwde dat ik een Mercedes zou krijgen als ik won ."
"motor/noun/ad20000414/54641"	-18.3536482928479	41.4693245549517	"Mills raakte in 1993 haar linker onderbeen kwijt toen ze werdoverreden door een agent op een <font color=red><b>motor</b></font> ."
"motor/noun/ad20000415/3946"	5.88592602921324	3.4255404008502	"Zijn bijna onafscheidelijke <font color=red><b>motor</b></font> , waarmee hij van hot naar her reed , hielp hem daarmee ."
"motor/noun/ad20000419/45472"	-34.5736287024085	29.0372509769964	"Vanuit een commando-centrum in Maastricht worden de bewegingen van twee doktersauto's , twee ambulances , een <font color=red><b>motor</b></font> , een finish-auto en een trauma-helikopter gecoördineerd ."
"motor/noun/ad20000422/53412"	33.0220793350808	3.58613722815839	"De eerste knalden we op een vrachtwagen ; de <font color=red><b>motor</b></font> en de voortrein lagen op het asfalt , maar zelf hadden we niets ."
"motor/noun/ad20000510/25742"	-48.4485463610519	-30.5039652406972	"Als je zo doorgaat , schop ik je van de <font color=red><b>motor</b></font> af ."
"motor/noun/ad20000515/31460"	20.2222696441025	15.53220204011	"" Ik heb Okada de hele tijd kunnen bekijken en het was duidelijk dat hij niet lekker op de <font color=red><b>motor</b></font> zit ."
"motor/noun/ad20000518/39611"	-4.87473436488325	13.2472440077842	"Dat zijn auto's , <font color=red><b>motoren</b></font> , scooters , tractoren , brommobielen en bromfietsers ."
"motor/noun/ad20000526/34562"	-19.2355413086496	11.6991578128129	"Hij maakte zich in 1998 weinig geliefd door teamgenoot Tetsuya Harada van de <font color=red><b>motor</b></font> te rijden om wereldkampioen te kunnen worden ."
"motor/noun/ad20000527/92604"	22.3781743384354	-27.2414613989227	"In zijn lijf zitten 32 computergestuurde <font color=red><b>motoren</b></font> die worden gevoed door een accu , keurig opgeborgen in een rugzak ."
"motor/noun/ad20000605/49861"	11.6032368612888	8.94726272681955	"Wij rijden beide KTM , we zouden elkaar moeten helpen , niet van de <font color=red><b>motor</b></font> rijden . ""
"motor/noun/ad20000613/26590"	13.8217868733028	39.6703740278047	"De kracht van de <font color=red><b>motor</b></font> , zonder een toerenbegrenzer zoals in de twoseater , trilt door de oorwegen en zorgt bij menigeen voor kippenvel op de armen ."
"motor/noun/ad20000623/25839"	11.0035291415941	-34.6200518004543	"" De banden zijn beter , de <font color=red><b>motoren</b></font> zijn beter en de coureurs lijken me ook niet minder geworden ."
"motor/noun/ad20000624/36964"	14.8609538718854	15.4522776506052	"Ik heb het bij Rizla prima naar mijn zin , Hans Spaan heeft de <font color=red><b>motor</b></font> goed aan het rijden ."
"motor/noun/ad20000717/39450"	-16.5479768201981	27.2693637250133	"Neeson kon het dier niet meer ontwijken toen het dier plots voor zijn <font color=red><b>motor</b></font> sprong ."
"motor/noun/ad20000729/48076"	37.5564192160688	27.402487109144	"Dit jaar zijn al 13.117 <font color=red><b>motoren</b></font> geregistreerd ; dat zijn er 1910 meer ( 17 procent ) dan in dezelfde periode van 1999 ."
"motor/noun/ad20000801/6645"	-24.3728341863494	15.252947143453	"" Aangezien Renault straks aan Benetton gaat leveren , kon Supertec mij niet verzekeren dat we een nieuwe <font color=red><b>motor</b></font> zouden krijgen ."
"motor/noun/ad20000801/6662"	-18.2446106159502	12.8151075214131	"Je kunt in Formule 1 niet twee jaar achtereen met dezelfde <font color=red><b>motor</b></font> rijden ."
"motor/noun/ad20000805/41316"	7.73695968512232	39.0358948892721	"Aan populariteit heeft de clown op de <font color=red><b>motor</b></font> nooit ingeboet ."
"motor/noun/ad20000807/40029"	2.66379062591015	24.4528866559769	"De <font color=red><b>motor</b></font> waar ik op moet , is geen simpel demodingetje ."
"motor/noun/ad20000821/34793"	9.05156340643525	36.340448453886	"Door zijn twee pole-positions van vorig seizoen op de experimentele MuZ en zeker na wat hij dit seizoen heeft laten zien op zijn tweecilinder-machine - prestaties die op de in veel opzichten minderwaardige <font color=red><b>motor</b></font> als nagenoeg onmogelijk werden betiteld - heeft hij alom respect en bewondering afgedwongen ."
"motor/noun/ad20000823/11367"	8.18801115630971	14.252760434034	"Bovendien wachten jongeren nu met rijles tot zij 21 zijn , zodat zij niet eerst op een lichte <font color=red><b>motor</b></font> hoeven te rijden ."
"motor/noun/ad20000824/9078"	-1.1076453500775	-26.2463594838373	"De televisie berichtte dat brand in een van de <font color=red><b>motoren</b></font> de oorzaak was ."
"motor/noun/ad20000828/17397"	-33.356171440086	28.7999162260434	"Af en toe een defecte <font color=red><b>motor</b></font> , meer schade was er niet ."
"motor/noun/ad20000828/2021"	-22.9796769703559	27.7684913131618	"Een 47-jarige Duitser is zaterdagavond overleden , nadat hij in Zwolle met zijn <font color=red><b>motor</b></font> tegen een politieauto was gereden ."
"motor/noun/ad20000829/1912"	-18.8953268074903	29.1312684291102	"De inwoner van Nieuwerkerk ( Z ) reed op zijn <font color=red><b>motor</b></font> tussen de voortkruipende rijen auto's ."
"motor/noun/ad20000904/17613"	44.1407348890407	-34.6297295568731	"En daarvoor staat Haga en zijn Superbike - een <font color=red><b>motor</b></font> in de klasse tot 1000 cc - garant ."
"motor/noun/ad20000909/2024"	2.51317509918656	-8.72976973108315	"Een <font color=red><b>motor</b></font> probeert er toch langs te glippen en rijdt bijna naast de auto voor hem ."
"motor/noun/ad20000909/2095"	12.29995950441	29.7497263247348	"OM DE EXACTE afstand tussen de <font color=red><b>motor</b></font> en zijn voorganger te berekenen , moet een agent aan de slag ."
"motor/noun/ad20000909/2120"	14.588803695412	-29.2320458729211	"Hij klikt met de muis van zijn computer de <font color=red><b>motor</b></font> en de auto aan ."
"motor/noun/ad20000909/2141"	-23.9859701233578	-15.3394967035662	"Omdat de hele verkeerssituatie is opgenomen , kan de agent zien of de <font color=red><b>motor</b></font> bewust kleeft of dat er bijvoorbeeld een auto van de linkerbaan vlak voor hem is gaan rijden en hij daarom bumper aan bumper rijdt ."
"motor/noun/ad20000909/77732"	42.657984685276	-23.5478472073764	"Wie bovendien kiest voor de voorwielaangedreven versie met twee liter <font color=red><b>motor</b></font> , wordt in 4x4-kringen weliswaar verketterd , maar rijdt een stuk economischer dan de ruige binken die heel het jaar door moeten bloeden voor hun benzine slurpende permanente vierwielaandrijving ."
"motor/noun/ad20000916/9458"	1.62921194856049	-8.47768040728665	"Aan de voor- en achterkant rijden <font color=red><b>motoren</b></font> , die ervoor zorgen dat er geen auto's tussen de rij trucks komen ."
"motor/noun/ad20000921/11663"	17.0209794160989	-12.592198660318	"Op hun <font color=red><b>motoren</b></font> rijden zij stoer door Schouwen-Duiveland , dromen van wilde reizen , om vervolgens ( bijna ) alles bij het oude te laten ."
"motor/noun/ad20000925/11387"	-11.6217031198678	-32.2081996016232	"De politie liet de <font color=red><b>motoren</b></font> daarom in blokken de stad uit ."
"motor/noun/ad20000925/11419"	-18.6958962024335	-46.6471899461603	"Hij wijst erop dat <font color=red><b>motoren</b></font> geen files veroorzaken , maar er tussendoor rijden , en doordat zij niet stilstaan met lopende motor , is er ook geen extra milieuvervuiling ."
"motor/noun/ad20000925/11675"	12.4998270832695	-14.5573457963641	"Voor Van Bommel , geen <font color=red><b>motor</b></font> maar wel het motorrijbewijs , bieden de plannen geen soelaas voor de files en zijn zij nadelig voor de lage inkomens ."
"motor/noun/ad20000927/42090"	-24.5470336877908	9.5660373347271	"Ik kreeg als deelnemer aan de MAG-run tegen rekeningrijden voor <font color=red><b>motoren</b></font> het afgelopen weekeinde een heel andere indruk ."
"motor/noun/ad20000928/62093"	-8.72656834155706	0.388477529836637	"Zo vertelt hij hoe Mada en Mudan elkaar leerden kennen en hoe hun liefde opbloeit , terwijl je ze op de <font color=red><b>motor</b></font> door de stad ziet rijden , samen wodka ziet drinken en ze elkaar voorzichtig zoenen ."
"motor/noun/ad20001018/29284"	-3.36972550660479	5.95446242761584	"Die hel wordt voorstelbaar als de donder van honderden startende <font color=red><b>motoren</b></font> voortrolt ."
"motor/noun/ad20001020/42990"	-19.056381233917	-43.497602726134	"Onder het motto liever rijden op de <font color=red><b>motor</b></font> dan met de auto staan in de file schaffen steeds meer mensen een motor aan ."
"motor/noun/ad20001028/14717"	18.2140821530178	-11.8563225436465	"Wel <font color=red><b>motor</b></font> gereden ."
"motor/noun/ad20001115/17623"	-1.62379335718886	-44.3581721829486	"Een Palestijnse ambulance staat met draaiende <font color=red><b>motor</b></font> en zwaailichten te wachten op het dagelijks slachtoffer ."
"motor/noun/ad20001125/57988"	8.86137543032988	36.3305768506312	"Anders dan in de auto-industrie , waar de <font color=red><b>motoren</b></font> voor de privé-gebruikers zelden meer tot grotere prestaties komen , wordt in de computerindustrie nog voortdurend aan de motor gesleuteld ."
"motor/noun/ad20001125/58007"	51.5909160170238	26.1068488426893	"Anders dan in de auto-industrie , waar de motoren voor de privé-gebruikers zelden meer tot grotere prestaties komen , wordt in de computerindustrie nog voortdurend aan de <font color=red><b>motor</b></font> gesleuteld ."
"motor/noun/ad20001213/17853"	-32.6904193509199	0.900414161735747	"Van den Goorbergh had maar liefst drie <font color=red><b>motoren</b></font> tot zijn beschikking en kon daarmee tot het invallen van het duister rijden ."
"motor/noun/ad20001223/46418"	-33.6230537236074	0.926970504200329	"De gezelschappen , onder begeleiding van ervaren rijders , bestaan uit maximaal 10 <font color=red><b>motoren</b></font> ."
"motor/noun/ad20001228/14027"	-12.4163830465503	11.9165361054082	"Was ook geen succes : mijn <font color=red><b>motor</b></font> viel in 100 stukjes uiteen ."
"motor/noun/ad20001228/14048"	-48.2138181460955	26.3622858412673	"Sindsdien heb ik geen <font color=red><b>motor</b></font> meer aangeraakt . ""
"motor/noun/ad20001229/48488"	-28.0087221943926	-0.499677093188761	"Een nieuwe <font color=red><b>motor</b></font> had me 40.000 gulden gekost ."
"motor/noun/ad20001229/48693"	19.120080110432	15.5793206543698	"Als je 's avonds heelhuids in het bivak komt , kun je niet lekker gaan pitten , maar moet je je <font color=red><b>motor</b></font> nog onderhouden ."
"motor/noun/ad20010106/37681"	1.64026655984178	7.55217520383707	"Daarmee was Verhoef ( 25ste ) bijna drie kwartier langzamer dan de verrassende dagwinnaar bij de <font color=red><b>motoren</b></font> , de Chileen Carlo de Gavardo ."
"motor/noun/ad20010108/25237"	35.0492036984902	41.0738407037022	"De <font color=red><b>motor</b></font> van de buggy van de titelverdediger sloeg bij het tweede controlepunt af en werd onreglementair aangeduwd ."
"motor/noun/ad20010110/19028"	55.8170977405838	23.9081267001464	"De ondernemer uit Luyksgestel begint te voelen dat hij al negen dagen onderweg is en niet al te veel slaap krijgt , doordat er 's avonds ook nog aan de <font color=red><b>motor</b></font> gesleuteld moet worden ."
"motor/noun/ad20010117/18135"	5.11765051227021	20.9104907852149	"Door een zendertje op zijn <font color=red><b>motor</b></font> kan zijn werkgever hem nauwgezet volgen ."
"motor/noun/ad20010117/42975"	-28.8074284538896	10.8618055932777	"Bij de <font color=red><b>motoren</b></font> was de dagprijs voor de Fin Kari Tiainen ( KTM ) ."
"motor/noun/ad20010118/53095"	-14.0161470007821	18.1356100612503	"Bij de <font color=red><b>motoren</b></font> was de Zuid-Afrikaan Alfie Cox op zijn KTM de sterkste in de zestiende rit ."
"motor/noun/ad20010120/53735"	4.44873896829124	-12.8555663604577	"" Voor een <font color=red><b>motor</b></font> was het vaak al erg smal , laat staan voor een truck " , aldus Vercoelen ."
"motor/noun/ad20010120/53796"	-15.1236371005152	26.0189653048333	"Bij de motorrijders deed ook Eric Verhoef het kalm aan , na zijn val van eergisteren waarbij hij zijn <font color=red><b>motor</b></font> behoorlijk in de vernieling reed en zelf een pijnlijke schouder en twee gekneusde duimen opliep ."
"motor/noun/ad20010122/24808"	-22.6709031998881	8.61448621620058	"In 1988 deed Kleinschmidt voor het eerst mee aan de rally , op de <font color=red><b>motor</b></font> ."
"motor/noun/ad20010131/26543"	-22.8927238885506	20.246435898979	"Minardi is het enige team in de Formule 1-wereld dat voor komend seizoen nog geen rijders , hoofdsponsor en <font color=red><b>motoren</b></font> heeft ."
"motor/noun/ad20010203/68322"	-19.316903207668	4.29867692354151	"De sneltrein van Breda naar Amsterdam heeft problemen met beide <font color=red><b>motoren</b></font> en strandt in Haarlem ."
"motor/noun/ad20010207/43028"	-24.6646911993537	15.6264228753737	"Officieel is hij hoofd van de nieuw opgerichte Premier Performance Divisie waaronder Jaguar Racing ( Formule 1 ) , Cosworth racing ( <font color=red><b>motoren</b></font> ) en PI Electronics ( soft- en hardware voor autosport ) vallen ."
"motor/noun/ad20010302/25520"	-12.0816061345833	7.57711273958605	"Grootste innerlijke verandering bij Arrows is de vervanging van de <font color=red><b>motor</b></font> ."
