	label	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC77.ppmi.x	LeNC77.ppmi.y	text
match/noun/BL_20041029_01/13903	a	0.29113509546	0.153121830325	0.587730999587	0.736521232618	0.186963159282	0.41120636656	0.491806714873	0.665855402769	0.954317987719	0.337926501118	0.889387513431	0.249362062377	""" Ook de trainers willen na de <font color=""red"">match</font> overleggen ."
match/noun/BL_20041108_01/39485	a	5.65055992432	-0.0791963223767	3.96397223318	-1.09370015965	2.18836830753	-3.56743070403	-2.39649097428	0.751763469233	-0.0322803638987	-1.14339014804	0.867129823718	1.57742757845	"Tom Plessers over zijn rode kaart : "" Een duel zoals er honderd plaatsgrijpen in een <font color=""red"">match</font> ."
match/noun/BL_20041120_01/43561	a	1.407078366	-0.511600822058	1.42773864656	1.05034971822	-0.20830451035	-0.552188285462	-0.249175441327	1.02680990032	1.5130602977	0.388236673322	1.11862581971	-0.22480616159	"Voorlopig geeft de <font color=""red"">match</font> geen aanleiding tot een echtelijke ruzie ."
match/noun/BL_20050203_01/29293	a	-0.0779095696628	3.10293055456	-0.274676928062	-0.752740586699	2.21243666049	1.50206292677	0.73658523706	-0.463585414522	-0.723274570403	0.492009535785	0.0966252689076	0.852629915941	"Maar het feit dat we 12 wedstrijden wonnen tegenover 7 bewijst dat we de <font color=""red"">match</font> domineerden , "" evalueert Jos Cosemans ."
match/noun/BL_20050314_01/50738	a	4.5946267444	5.16321950041	1.79885010505	-2.13108187802	6.15870253575	-1.59039986346	-1.35487956593	-1.06923306117	-3.50070174034	-1.94149200272	0.624688892833	2.77847661288	"ALGEMEENHet Uitvoerend Comité heeft PC Limburg nu toch toestemmening verleend om uitgestelde <font color=""red"">matchen</font> op paaszaterdag om 14.30u te laten spelen ."
match/noun/BL_20050514_01/25468	a	2.39479941445	4.69048798412	1.01068114407	-2.00269802176	4.46294653107	-0.397825798881	-0.637787347242	-1.05838282785	-0.871335547934	0.241943413836	-0.0189248088591	0.830991621077	"Met Marc Wilmots haalden we 20 punten in 22 <font color=""red"">matchen</font> ."
match/noun/BL_20050912_01/49872	a	2.11354682778	1.05199696863	1.08489713007	-0.168656477463	1.78603384698	-0.562402081071	-0.10845913037	0.253224269775	-0.10400554684	0.341050753321	0.329316229482	0.837507891707	"Met reclameren hebben we nog nooit een <font color=""red"">match</font> gewonnen . """
match/noun/BL_20050917_01/42363	a	2.34797091094	1.58672794375	1.33345130305	-0.303351937262	1.98104021223	-0.8065720085	-0.307151803374	0.139087851979	-0.0324265097773	-0.483325593294	0.684552117662	0.791405570157	""" Omdat wij ondanks het verlies ook toen een goede <font color=""red"">match</font> hebben gespeeld , "" benadrukt de trainer van Koersel ."
match/noun/DM_20000616_01/11650	a	-1.57376388093	-2.06786046241	-0.677207651964	2.53258475011	-2.03291270266	0.723088004838	2.09899551417	1.64381051288	5.56717684257	0.324122838448	2.37490266172	-1.95363898956	" <font color=""red"">Match</font> of the Day startte in 1964 op BBC 2 als een 45-minutenprogramma ."
match/noun/DM_20010122_01/19315	a	1.33347522015	-3.38085400832	2.83810385137	1.40985494639	-2.3781344324	-1.24570121217	-1.02981887214	1.92548996488	1.5753565107	-1.97506392764	1.86841476685	0.0768527261503	"De Anderlecht-coach benadrukte dat het niet enkel zijn spelers waren die de <font color=""red"">match</font> wilden uitstellen ."
match/noun/DM_20010212_01/7985	a	5.41820336208	1.33180157216	2.83899279676	-0.973362622069	3.10843722967	-3.07707201116	-1.69300688895	0.215752556	0.123576058958	-0.680088153802	0.808876541669	0.950609275989	"Zo'n collectieve snertwedstrijd kan je enkel maar rechtzetten door meteen een goede <font color=""red"">match</font> te spelen ."
match/noun/DM_20010523_01/37151	a	-2.49694746729	0.624223672588	-1.94725360615	0.718625205123	-0.724072517322	2.67173095957	2.35353945135	0.0348414887131	0.020215078196	1.62081513663	-0.688857226356	-0.0720835872431	"Na de pauze bleef Charleroi in de <font color=""red"">match</font> ( 51-50 ) tot Holden met een driepunter toesloeg en Biggs en Doyle raak gooiden vanaf de vrijworplijn ( 65-54 ) ."
match/noun/DM_20011105_01/66863	a	2.72692453882	3.27480429251	1.54499209357	-1.04618635869	4.18694758917	-0.557691292262	-0.80559382184	-0.182710495498	-0.0352878225719	0.646487100788	0.319909527394	0.522652419142	"We hebben nu vier <font color=""red"">matchen</font> op rij niet verloren ."
match/noun/DM_20020514_01/61555	a	1.34531031745	2.76016752552	0.381320686276	-0.0882408445727	2.39596178982	0.510171611442	0.348889890673	-0.32607640996	-0.0392964579332	-0.102253997337	0.584329745798	0.0854905680035	"Zowel bij de CDU als SPD was te horen dat arbeiders de kans moeten krijgen om later te werken zodat ze geen <font color=""red"">matchen</font> van hun Mannschaft hoeven te missen ."
match/noun/DM_20040424_01/105071	a	-3.30694822592	2.65585816535	-1.49925489532	0.355302381252	1.69422059012	3.92324810123	1.74932385251	-0.602279559563	-0.642523408831	1.37877346415	0.225410477737	-0.287714457864	"Clijsters kijkt dan ook uit naar haar eerste <font color=""red"">match</font> tegen Jelena Kostanic ( WTA 43 ) ."
match/noun/DM_20040426_01/16815	a	-0.161818513761	1.91142749853	0.42641864126	0.908228883967	0.734440468938	1.50439407748	0.605236703881	0.595987239644	-0.56741946485	0.452935447125	0.0780151870087	0.00863425708357	"De <font color=""red"">match</font> tussen Bergen en Westerlo was er één zonder veel inzet ."
match/noun/DM_20050120_01/8571	b	1.32945880766	-0.851054665618	1.46721281157	1.27591547661	-0.538352996949	-0.90203853787	-0.153050114917	1.38689596299	1.46400703708	-0.466254849958	1.63975824861	0.764356241938	"Toch geen <font color=""red"">match</font> made in heaven , opera en chemie , zo bleek ."
match/noun/DS_19990215_01/15992	a	0.442611894874	1.7315692023	0.0209759109752	-0.724515631626	1.174823185	0.772865849638	0.255143803407	-0.502886856058	-0.994976563914	-1.14860573498	0.191809059537	1.23994202124	"De Buffalo's wisten genoeg en speelden de <font color=""red"">match</font> rustig uit ."
match/noun/DS_19991011_01/49496	a	-1.87950529666	0.612342562845	-0.613889065969	1.25938291335	-0.839842218095	1.41073803282	1.85195352061	1.21543094194	-2.153835364	0.623689288729	-1.43890210356	0.594944046839	"Oostende vond niet direct een antwoord en alleen Holden en Van Elswijk konden met enkele opportunistische korven de kustploeg in de <font color=""red"">match</font> houden , rust : 40-30 ."
match/noun/DS_20000505_01/13798	a	-2.54042294053	2.91648507024	-1.02441143875	-0.132947101436	1.19938072748	3.64679998644	1.40035019423	-0.613704027734	-1.05826322205	1.39569497175	-0.0613943721499	-0.121578001191	"De <font color=""red"">match</font> van vorige week tegen Noorwegen ( zevende op de wereldranglijst ) verdiende voor de rust de schoonheidsprijs allerminst , maar na de pauze sloeg Gert Verheyen tweemaal genadeloos toe ."
match/noun/DS_20010212_01/10807	a	-1.48248476716	-1.13190167887	-0.581749782346	1.96163810683	-1.39946082023	1.11550183781	1.67322075378	1.20881063992	1.43025515999	0.753784707364	0.673259324272	-0.503939907586	"Dat maakte het ons niet gemakkelijk , "" vond G. Beerschottrainer Franky Van der Elst nadat hij na een aantrekkelijke <font color=""red"">match</font> de Harelbeekse zegereeks onderbroken had en tekende voor een 13 op 15 voor zijn ploeg ."
match/noun/DS_20020408_01/1433	a	2.19461520796	2.2262647483	1.04485230161	-0.530396938254	2.67535522419	-0.12049301118	-0.263692346606	-0.0105204238296	0.130716003045	0.0964820402239	0.573037487357	0.624336235205	"Als we de vier resterende <font color=""red"">matchen</font> verliezen , worden de mooie momenten wellicht vlug vergeten . """
match/noun/DS_20030524_01/127154	a	18.0972601055	16.8267239938	-9.7134869434	-7.60284553007	10.5740347185	18.2152443382	9.10720804584	-8.21121779353	-6.14731288069	4.82568205334	-1.54254753873	4.99511031365	"14.10 : Wielrennen : Ronde van België ; 22.25 : <font color=""red"">Match</font> 1 ."
match/noun/DS_20030802_01/68016	a	2.04630904164	-2.83662755504	2.17648036802	1.53518271768	-2.26966731565	-1.39933119086	-0.929365191827	1.66278424561	3.03600495806	-0.597696115569	2.02671936314	0.325125233453	"Zelfs als u aan het andere eind van de wereld verblijft , kan u dan de <font color=""red"">matchen</font> van uw favoriete club volgen ."
match/noun/DS_20041126_01/38220	a	0.557503440026	1.19777042399	0.448805049995	0.334197317217	1.14580178213	0.706972089538	0.536970421249	0.328007000242	0.421113649798	2.39394828179	-0.424232598441	1.04873126458	"Onze vier resterende <font color=""red"">matches</font> winnen , is nu het ordewoord ."
match/noun/LN_19990112_01/81746	a	-0.837781529168	0.21828405675	0.413325958797	0.940643454869	-0.161818056241	1.25536645448	0.632854191971	0.697678870514	0.775719776194	0.284495027363	0.744222822613	0.0228231968665	"Dat lukte dan ei zo na nog , maar vertaalde zich niet in meer spelgelegenheid bij de volgende <font color=""red"">matchen</font> "" Vanavond moet Siemens alweer het veld op voor de Belgische beker ."
match/noun/LN_19990113_01/33603	a	2.08958683647	1.41061400666	1.39303682099	0.0771881293415	1.46171580625	-0.808533431451	-0.233282862192	0.505556122732	0.616209874156	-0.221345392117	0.920587757581	0.608258806699	""" Oostkamp kwam even terug in de <font color=""red"">match</font> toen Van der Meulen uitviel , maar we hebben ons goed kunnen herpakken via Comyn en Loubaa ."
match/noun/LN_19990317_01/64649	a	-1.09357650403	3.8977289455	-0.656526101186	-0.97156638754	2.39121900117	2.63640749331	0.993118757923	-0.865824336869	-0.961726002775	1.03168712187	-0.960670417653	0.351319719799	"In de vorige <font color=""red"">match</font> werd ook al viermaal gescoord ."
match/noun/LN_19990421_01/240145	a	0.710813124261	3.31799833003	-0.0607463850241	-0.637384278359	2.73757297484	1.23473922063	0.668018081043	-0.736933458802	0.147586394529	0.635934869132	0.330676306678	0.454169836971	"Dé <font color=""red"">match</font> van de allerlaatste kans ?"
match/noun/LN_19990505_01/120233	a	2.88242711978	-0.373345803269	1.95482334817	1.03867808174	0.0714413396939	-1.81670102535	-0.629764257535	1.11895617985	1.3672430314	-0.31724224982	1.32401562593	0.552014809297	"Welnu , de invallers hebben het echt goed gedaan en ik meen dat ik voor de laatste <font color=""red"">match</font> weinig zal wijzigen aan de beginopstelling ."
match/noun/LN_19990507_01/122770	a	1.33350178493	-2.09265860815	2.36236284802	1.22553596886	-1.58612704954	-0.755313214882	-0.813946241527	1.67698767311	2.97594118625	-2.32049434322	1.93631200457	1.77431215909	""" Ze heeft een vervelende manier van spelen , brengt geen vaart in de <font color=""red"">match</font> en dan is het niet eenvoudig om tempo te maken ."
match/noun/LN_19990922_01/134346	a	1.8161527116	0.256958838881	1.30597824837	0.543437815499	0.704006467825	-0.867272170116	-0.144910007103	0.735757221414	0.347130845045	-0.522361478531	0.924342681306	0.958537023403	""" We hebben nochtans voor een groot deel van de <font color=""red"">match</font> aan de leiding gestaan "" , geeft coach Snoeck de uitleg ."
match/noun/LN_20000201_01/269495	a	1.48067085536	2.65555349557	0.658868712856	-1.02949817981	2.47912990132	0.520291710953	-0.173955296017	-0.608776479323	-0.450717413177	-0.0395140224739	0.391920797974	0.724414563254	""" Tegen een agressieve tegenstrever speelden we een vrij goede <font color=""red"">match</font> ."
match/noun/LN_20000209_01/223804	a	1.85416460115	0.322306386964	1.36721123872	0.510962618487	0.879862378647	-0.74130308975	-0.139750990218	0.870834779287	0.6240904645	0.30630155848	0.597902415615	0.791653108229	"Ik had zo'n goed gevoel voor de <font color=""red"">match</font> ."
match/noun/LN_20000314_01/73993	a	5.43651612886	2.81630192391	2.83834707066	-1.6838125909	4.47476856722	-2.71659373924	-1.86183246237	-0.0973664274681	-1.1548069127	-0.84736872233	0.557521997168	1.18039519001	""" Al heeft Hemiksem wel al een <font color=""red"">match</font> meer gespeeld dan wij ."
match/noun/LN_20000318_01/21579	a	2.37399973161	1.35524230077	1.82576339022	-0.0312479828247	1.82896523676	-0.681446570223	-0.639996492618	0.550335749645	0.456640729671	0.330136132836	0.581084878165	0.975821853914	"Vigor verloor de jongste vier <font color=""red"">matchen</font> en wil zeker eerherstel ."
match/noun/LN_20000324_01/105019	a	-0.671478696872	1.13639866668	-0.210217400961	0.237203664912	0.735077725663	1.78229030745	0.803039577206	0.194986509535	-0.190187203677	0.114921811843	0.56234858501	-0.0440202331817	""" Pino was zaterdag in de <font color=""red"">match</font> tegen Gent een aandachtig toeschouwer bij ons "" , weet Luc Van der Veken ."
match/noun/LN_20000325_01/154791	a	-0.198240512138	4.18518285762	0.204230792804	-1.23467075951	3.10887247212	2.39863512478	0.443021293747	-1.01405361135	-0.479287892014	0.479403267458	0.146074318202	-0.0178000222058	"We konden dan wel niet uitpakken met mooi circulatievoetbal , maar puur op karakter duwden we Club Brugge toch gedurende het grootste deel van de <font color=""red"">match</font> tegen het eigen doel . """
match/noun/LN_20000530_01/161503	a	-5.61606829013	3.75569975401	-3.03185593113	-0.979469996603	1.89633046955	5.44267380189	3.40372732709	-1.43182208048	-0.694437398955	1.90144242326	-0.813406485332	0.299397645297	"Belgische scheidsrechters winnen <font color=""red"">match</font> van Hollandse collega's"
match/noun/LN_20000930_01/79215	a	4.54857600212	1.5694045532	2.5034154398	-0.964000728309	2.75657611487	-2.34045098525	-1.4446953623	-0.112443266054	-0.534729845221	-0.62560280595	0.65216244605	0.513923721031	"Opwijk trekt vanavond richting Duffel voor een <font color=""red"">match</font> die geen makkie wordt ."
match/noun/LN_20001017_01/172122	a	2.57820509615	3.20119178682	1.6651189045	-0.898245725289	3.49416573146	-0.493210794135	-0.781858996822	0.0353625032849	0.238317819629	0.509241327516	0.547455346483	0.314791075853	"Zeker na een <font color=""red"">match</font> als tegen Doornik ."
match/noun/LN_20001026_01/202185	a	3.8352450338	3.07244551885	2.16523831725	-0.850456110747	3.53983251519	-1.30747499567	-1.20241062247	0.116279031685	-0.0510295207779	0.197750329999	0.554585944279	0.630300037459	"Nu was er nooit sprake van een echte <font color=""red"">match</font> ."
match/noun/LN_20001026_01/355704	a	2.69974266415	2.03465710517	1.04610796202	-0.677303517617	2.89499143276	-0.612707119996	-0.26310561307	-0.0535326463771	0.392194525552	0.275733901703	0.504054906024	0.44367998868	"Zo bleven we na een degelijke <font color=""red"">match</font> puntenloos achter ."
match/noun/LN_20001028_01/242848	a	-4.11173664705	2.92934754228	-0.623814240458	2.95828156643	-2.56741349408	3.41444565529	1.82427854263	2.59820903612	-2.0473124977	-2.20107202146	1.85860996424	4.16871614391	"Bij 6-24 was de <font color=""red"">match</font> al vroegtijdig beslist ."
match/noun/LN_20001028_01/92862	a	-3.00723510625	-4.83486106605	-0.389157130684	3.48956110679	-4.31682566579	1.31525230223	2.06767369231	2.76109714227	3.90560348713	3.30943410585	-0.539676024762	2.72304265809	"Minder opvallend , maar heel doeltreffend in verdediging en in aanval , waren nog meer eens Virginjus Praskevicius , Tomas Van Den Spiegel en de elke <font color=""red"">match</font> meer bekorende Christophe Beghin ."
match/noun/LN_20001117_01/85856	a	7.40147295376	0.622681053095	4.58566623742	-0.528237213449	2.89859540635	-5.18806148362	-2.62428575421	1.08073481812	1.3761283455	-1.71384753446	1.8450462881	0.969757171808	""" Ik heb inderdaad een paar <font color=""red"">matchen</font> hinder gehad van dat vervelend masker "" , vertelt Sergeant ."
match/noun/LN_20001204_01/205676	a	-0.614789611691	-0.191452109287	-0.280808735012	1.30570260756	-0.577701274471	1.10939291682	1.33627888319	1.02313382698	1.57501593805	0.944700016176	0.727011648571	-0.717554327609	"Na de <font color=""red"">match</font> houdt een cordon de beide clans uiteen , maar even later is het toch raak.Agnes Schaut kan haar emoties niet langer de baas : "" Ze stonden te dansen op de auto's "" ."
match/noun/LN_20001220_01/10805	a	0.751815965718	3.95474967025	0.882906487299	-0.974773914426	3.526913484	1.09830243338	-0.28122144553	-0.364430218601	-0.351938730994	-0.0128874478623	0.440187095226	0.597804466955	"Wij speelden zeker niet onze beste <font color=""red"">match</font> van het seizoen , terwijl de Limburgers er de ganse match door heel enthousiast tegenaan gingen . """
match/noun/LN_20010103_01/102203	a	3.39663363256	-1.07063546116	1.67110899848	-0.986122716931	0.689466428634	-2.48475644268	-0.438364071896	1.74058649625	2.52013697736	1.14305212745	1.4690748117	-0.459930985718	""" Die moet ik af en toe eens onder hun voeten geven als zij na afloop van een <font color=""red"">match</font> of training wat te lang in "" mijn "" kleedkamer blijven hangen "" , grapt Van De Vreken , wiens zoon Tom ook tot de Hamse A-kern behoort ."
match/noun/LN_20010122_01/118983	a	1.90301273117	0.505983328502	1.51328990756	0.266752522716	0.985222912526	-0.758364534497	-0.409181096157	0.738438562166	0.432042774475	-0.634450373233	1.02301888145	0.820237019878	""" Maar in de Australian Open heb ik geen enkele <font color=""red"">match</font> op een goed niveau gespeeld ."
match/noun/LN_20010213_01/3021	a	6.3787888582	-2.75048245478	-1.96134715475	-3.5078618414	-0.627968319893	6.2743487267	0.902601700268	-3.21490914432	1.12033644008	2.07207277467	0.0499216254937	-1.2810338101	""" Vertrouwen geput uit laatste twee <font color=""red"">matchen</font> """
match/noun/LN_20010217_01/125431	a	-1.67966949646	-3.2886911564	0.180432697951	2.69043655397	-0.194411685968	3.24713090583	1.21901703321	2.51251453342	2.66061677132	2.16054809133	-0.861585793994	-0.793691722832	"Vooral voor ere-voorzitter Jef Vijverman is het duel met de Hammenaars de <font color=""red"">match</font> van het jaar ."
match/noun/LN_20010218_01/5646	a	3.65355671545	0.523253402612	2.01372010962	0.112596148043	1.8064052191	-1.95117558603	-0.889120862141	0.586952520369	0.575653847373	-0.518272059309	0.840764066084	0.85044779123	"Daarom bekijk ik liefst alles match per <font color=""red"">match</font> ."
match/noun/LN_20010220_01/17603	a	-0.482843939774	3.60571580704	-0.594406866861	-0.606509192384	2.70801632484	2.11428682552	0.853596547073	-0.791478763112	-0.431106868114	0.500737284837	0.09659493794	0.37639420707	"POPERINGE Volgens insiders speelde Wytewa Roeselare tegen Poperinge de beste <font color=""red"">match</font> van het seizoen ."
match/noun/LN_20010310_01/275895	a	0.00165531651348	2.19128143291	-0.134283243553	-0.247755025125	1.83980889862	1.49911550077	0.864744224447	-0.00711498098463	0.112078717568	0.685657619514	0.204273860291	0.39156894104	""" Op Zolder gaven we in de laatste minuten de <font color=""red"">match</font> uit handen ."
match/noun/LN_20010403_01/198639	a	5.41953513547	1.00902355354	3.16115338221	-0.0959944415568	2.54012523243	-3.65666118861	-1.81404389496	0.959808203402	1.21018603283	-0.0331999613461	1.14790399718	0.473279956241	""" Maar na deze <font color=""red"">match</font> kon ik mij daar zeer goed bij neerleggen ."
match/noun/LN_20010410_01/42896	a	2.04974629397	2.34539663424	0.902116880443	-0.641309696002	2.80722751397	-0.0202866630123	-0.0848301295875	-0.137695150548	0.100383297299	0.330416079877	0.471385059117	0.286516127652	"Zondag tegen Dilbeek hebben we bewezen dat die <font color=""red"">match</font> op Borgt een misstap was "" , meent verdediger Dries Moons ."
match/noun/LN_20010428_01/123381	a	-0.244796358915	1.87549414466	-0.118017591029	-0.0178111376655	1.41607203214	1.58935156406	0.707190052138	0.0408769354711	0.139188086515	0.752245190861	0.359516258306	0.116312158886	"Maar ik kan hem wel beloven dat mijn spelers er in de <font color=""red"">matchen</font> tegen Harelbeke en Sint-Truiden , twee rechtstreekse concurrenten van Aalst , evenzeer voor honderd procent voor zullen gaan . """
match/noun/LN_20010618_01/97406	a	4.02885080848	0.921922971503	2.68256244052	-0.0283052580102	1.68842839915	-2.34787788304	-1.58883712611	1.00005930115	0.858735684462	-1.05516655388	1.52484972622	1.16827070564	"Het is echt niet comfortabel om de <font color=""red"">match</font> te zien ."
match/noun/LN_20010621_01/91497	a	5.96243490616	5.18968262039	4.84329982278	0.313189152812	-1.85586861625	-5.64378831995	-2.24725409938	2.80021826057	2.08885375123	-1.85542044584	2.09093815429	1.1371992921	"Clijsters "" Ideale <font color=""red"">match</font> """
match/noun/LN_20010814_01/32369	a	0.450491968003	-1.71326435707	1.00625460638	1.6280826095	-1.27607248161	-0.0848990668223	0.331872964461	1.56766740186	4.17326522848	0.667894887767	2.49592849895	-0.8292409145	"Maar je kan natuurlijk ook niet om het feit heen dat er al lange tijd geen Belg meer aangeduid is voor grote internationale <font color=""red"">matchen</font> . """
match/noun/LN_20010927_01/65315	a	-3.15995522899	1.23201104744	-1.63255819287	0.646640780788	-0.0438851082613	3.59582449727	1.95924446569	-0.127994114895	-0.593098944725	2.26153989214	-0.403311311671	-0.699294244047	"Daar zal men het moeten stellen zonder Werner Bogaert , die afgelopen weekend gekwetst raakte in de <font color=""red"">match</font> tegen Wijgmaal ."
match/noun/LN_20011114_01/131094	a	2.60985568429	1.56432994711	1.48962709752	-0.605906369522	2.15103705456	-1.00456497274	-0.505300816725	-0.0443143479434	0.113040183581	-0.639286386947	0.711317091429	0.985522780011	"We speelden nog eens een degelijke <font color=""red"">match</font> , maar pech en enkele betwistbare beslissingen van de referee deden ons de das om ."
match/noun/LN_20011203_01/98736	a	0.457022983566	0.989592663125	0.279475046258	0.884677257229	0.421280654885	0.593839885393	0.687196709196	0.316398605013	0.985985714681	0.747602900061	0.658406464813	0.207485236518	"Daarmee wordt binnen de West-Vlaamse ploeg , die met maar één overwinning uit de laatste vijf <font color=""red"">matchen</font> zat , de somberheid even verdreven ."
match/noun/LN_20011231_01/116034	a	-1.81799041458	2.88684109734	-1.03599873049	-0.0229128599284	1.44920048505	2.60315007672	1.32133468385	-0.667879170273	0.0556781663186	-0.0179200292697	0.434936538243	0.35548104859	""" De ideale voorbereiding op de komende Europese <font color=""red"">matchen</font> en op de loodzware nationale competitie "" , aldus coach Kristiansson ."
match/noun/LN_20020114_01/166060	a	6.53078968411	4.02739000814	2.33514331878	-1.92757972676	5.55730094647	-2.99133991941	-1.60297553675	-0.70940570855	1.76454626637	1.00463528594	0.485871643843	-0.41895822822	"Ik heb nu een revanche genomen , maar ik hoop dat men achteraf niet kan zeggen dat ' die Paas ' het maar één <font color=""red"">match</font> heeft getoond . """
