token	label	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC77.ppmi.x	LeNC77.ppmi.y	text
varken/noun/parool20020208/36856	a	-3.08233970542	2.34129297674	-4.83813267721	3.14995453481	3.83178201669	-4.64170875966	1.27785396474	3.34858143799	-3.6815111934	0.0615417374542	3.12820166373	-1.84273155685	"Fans van de Gunners zeggen dat Liverpudlians het levende bewijs zijn dat de oerbewoners van de Merseystad met besmette <font color=""red"">varkens</font> de liefde bedreven , maar ik voel me niet aangesproken ."
varken/noun/parool20030418/4554	a	2.80948699028	-0.892194115151	-1.96375749673	3.0992039996	3.84291291573	0.830608049534	-1.05155762176	1.69362970219	-0.83410323766	5.49738513562	1.75633197758	4.24464049877	"Zeker als we , zoals nu , het virus zo veel tijd geven om <font color=""red"">varkens</font> te infecteren en van gedaante te wisselen . """
varken/noun/parool19990203/37933	a	1.26291015027	-2.13080021163	1.77276917194	4.24487423539	2.8375048804	3.13326902037	-1.58558790156	0.0451110134995	3.84189889095	0.349096410544	-1.1008907371	1.9560274244	"( Ook even iets duurder trouwens , maar dat is logisch , het doodknuffelen van een <font color=""red"">varken</font> kost nu eenmaal meer tijd dan het schietmasker . )"
varken/noun/parool20030419/52077	a	0.718186364923	-1.11746606702	0.723389237362	2.88417543696	1.83196209938	2.39101761518	-0.761321144278	0.128371700326	1.90510395118	0.532679462108	-1.70685818569	0.0492350093284	"Omdat <font color=""red"">varkens</font> vaak de drager zijn van het menselijke griepvirus , is er een risico op vermenging van de twee virussen tot een nieuwe , onbekende ziekteverwekker ."
varken/noun/nrc20001122/45672	a	1.99953507409	4.88462008464	5.15296924501	-4.18437253293	-4.14959326917	0.169418878933	4.54710972265	-2.17324280575	-0.799149519877	-3.50475113711	5.26651372897	-0.481251402903	"Op den duur zullen de betrekkelijk laagwaardige en veel ruimte vergende ` bulkproducten ' als graan , suikerbieten , aardappelen en <font color=""red"">varkens</font> onder druk komen te staan ."
varken/noun/nrc20000221/1619	a	1.91641245642	-1.37720454588	0.088161917993	3.68935270269	2.81253690199	1.9714582076	-1.26464976642	0.758400969862	3.39948384732	0.810173729949	-1.55276824412	1.46556841286	"Frouws : "" Dat hier mestdossiers zijn gestolen , deurwaarders tegen hun zin zijn vastgehouden en het identificatiesysteem van <font color=""red"">varkens</font> is tegengewerkt , is voor Nederlandse begrippen spectaculair . """
varken/noun/ad20000118/36234	a	-1.55759382482	-0.704556050106	3.61552901436	1.6233921694	-1.27399732996	3.09296455543	-0.0762436498698	-1.47372477003	2.11599840068	0.122194450136	-0.423994864214	1.46236665432	"Is er nu een landelijk probleem met varkens , asielzoekers , spoorwegen of studiehuizen , dan wordt aan die holle managers om een beleidsadvies gevraagd , ook al hebben ze nog nooit een <font color=""red"">varken</font> of een asielzoeker gezien , laat staan dat ze enig idee hebben wat er in de verkeers- of onderwijswereld speelt ."
varken/noun/ad20000212/2167	a	-2.52772813192	-3.0939500487	5.85699031575	4.20620987077	-2.66216474082	5.34294883928	-1.35294692342	3.38517508257	2.04002596724	2.28927828039	-0.807296841279	0.92540656205	"Elke dag zijn er vele honderden vrachauto's op weg om de meer dan 15 miljoen <font color=""red"">varkens</font> die ons land ` rijk ' is te verslepen van hot naar her ."
varken/noun/ad20000818/13084	a	0.808866810777	2.34841515872	1.01799903001	-1.90852016867	-0.670948332612	-0.70753234067	1.93166438198	1.35920501191	-0.719392799799	0.0639539541165	1.39997997701	-0.227894992296	"Toch is het <font color=""red"">varken</font> een omstreden dier ."
varken/noun/ad20001104/9880	a	-0.262198679287	-0.892540229588	2.55211921169	1.52461569394	-0.122135514349	2.63200184579	-0.196845842635	-0.46762006587	2.50357569542	0.533716244826	-0.508411414396	1.43428962112	"Op een gegeven moment zag ik een fragment over de manier waarop <font color=""red"">varkens</font> aan hun einde komen en knapte er iets ."
varken/noun/ad20001216/39680	a	-1.09753946991	-5.90681660228	7.35483365428	5.26792392749	-1.87963079292	8.63309235816	-2.09069556402	-3.09272034369	-2.23200695354	-10.3732865076	8.31909580629	0.85958177441	"Je schrijft niet een briefje met : "" Lieve Koningin , het is mooi geweest , we willen u niet langer als beschermvrouwe van onze dierenbescherming , want dat slaat echt als een tang op een <font color=""red"">varken</font> . """
varken/noun/ad20010214/18514	a	-0.881424213856	-1.48037929108	3.34227250483	2.38357669434	-0.759341151146	3.77747449198	-0.579243477273	-0.485770245012	2.12411928073	1.68545934903	-0.901120533424	0.755997940406	"Nederland is immers een enorme vleesmolen die jaarlijks miljoenen <font color=""red"">varkens</font> uitbraakt ."
varken/noun/ad20010226/6969	a	-1.1077876155	3.18772848575	1.51052438721	-4.13783112774	-2.88932121687	-2.10982112034	2.95320704485	-0.0415973171926	-0.609434235301	-0.812679988113	1.85933411889	0.485876972221	"Het gaat daarbij om schapen en herten , dieren waarbij de mkz-verschijnselen zich wat minder opvallend manifesteren dan bijvoorbeeld bij <font color=""red"">varkens</font> en koeien , waardoor ingrijpen te laat kan komen ."
varken/noun/ad20010316/30142	a	-1.32044290014	3.33543882043	1.55349257951	-4.26865121759	-2.77134370098	-2.0128581758	3.44656194224	0.353242691146	-1.24308526474	-0.840420234284	2.47867581625	-0.150593110218	"Behalve kip , kalkoen , <font color=""red"">varken</font> en een ` heel paard half ' zijn peulvruchten , mits met een graanproduct gegeten , minstens zo goed voor onze bast ."
varken/noun/ad20010317/18601	a	0.733828364819	1.13709353194	-0.260172676868	-0.175394639222	0.80029401105	-0.493237709899	0.927834876898	0.895417051317	-0.459116842981	0.3694591277	1.2125973077	0.33690965607	"Een belangenorganisatie van Britse boeren heeft een ` opstand ' aangekondigd tegen het voornemen van hun regering om meer dan 100.000 gezonde <font color=""red"">varkens</font> en schapen te laten afmaken als voorzorgsmaatregel ."
varken/noun/ad20010324/15217	a	0.0378096333724	4.76250880649	-1.89514183619	-5.56982036645	-2.28723637364	-4.49176493291	3.84741535641	1.72724947355	-1.86808310698	-0.311600538843	2.50841244745	0.0534738970139	"Hoe curieus de prestaties van de hondenneus ook zijn , het economisch nut van honden valt in het niet bij dat van schapen , geiten , <font color=""red"">varkens</font> , koeien en paarden , die vanaf tienduizend jaar geleden door landbouwers werden gedomesticeerd ."
varken/noun/ad20010329/56307	a	-2.47758747654	7.67185354514	-2.96165743583	-9.30432796923	-3.81040407101	-7.59037133754	6.66581868752	1.73275245082	-2.50680550715	-0.906912233672	2.99606109822	-0.184623253423	"De actie ` Een dier ruim je niet , maar verdient respect ! ' richt zich niet alleen op beesten in dierentuinen , maar ook op gewone koeien , schapen , geiten , <font color=""red"">varkens</font> , wilde herten en reeën ."
varken/noun/ad20010405/48600	a	1.04945985743	-0.260681917506	1.52896755557	1.7442526899	0.856724156957	1.87751263326	-0.220163069647	1.80181800474	0.519502741711	-4.30708470799	1.52621827267	-4.04639189388	"Brinkhorst kondigde aan dat er , net als bij de varkenspest enkele jaren geleden , wellicht een opkoopregeling voor <font color=""red"">varkens</font> komt ."
varken/noun/nrc20000714/4558	a	-4.55233148602	-3.63663425481	7.34299848442	4.51642243526	-2.5508937297	7.75741535357	-1.01278203923	-3.79395504002	3.87803646795	-0.18717624716	-0.840683967766	1.88156841759	"Maar <font color=""red"">varkens</font> hebben helemaal geen vleugels ."
varken/noun/ad20010620/18066	a	2.06519124902	-1.75140844541	-1.10521348824	3.65603148239	3.10481132616	2.34701874505	-1.53638042841	1.34678425269	-3.33887903489	3.80277177634	1.17633202284	-3.93940250682	"Voorts werd een Commissie-voorstel om het welzijn van <font color=""red"">varkens</font> ( vooral van zeugen ) te vergroten , aanvaard ."
varken/noun/ad20020130/39867	a	-0.454143181532	2.78639804811	1.093224779	-2.96218739317	-1.77396912898	-1.30444552056	2.63328708402	0.700539115901	-0.668317193785	-0.651425300941	1.85363781682	0.199874369198	"Het roze vlees van de veel grotere tamme eend lijkt een kruising tussen kip en <font color=""red"">varken</font> ."
varken/noun/ad20020208/51944	a	-1.20110841989	-2.57720706412	-2.37312903257	4.39180994167	1.28872695295	4.88797897831	-1.22354794748	-2.00601434124	2.69468633885	0.892097595296	-0.706036426913	1.93689135797	"Door het oponthoud werden de <font color=""red"">varkens</font> , die op zich niet te dicht opeengepakt zaten , onrustig ."
varken/noun/ad20020724/3202	a	3.70167036634	-0.380548314328	-3.29117010491	3.30583605812	4.50665415241	0.686436979284	-0.935801492628	2.70712429756	-5.61236274957	-0.0790010345115	4.00729211036	-2.97862610929	"De slacht van <font color=""red"">varkens</font> is tegelijkertijd gestaakt ."
varken/noun/ad20021004/32689	a	-0.865178693938	-1.9973595343	3.96488429946	2.5984705191	-0.203855767258	4.03776998379	-1.06486450739	-1.15648816456	-3.50374970931	3.69435552538	1.94526640121	-4.42192695118	"Dat zijn de <font color=""red"">varkens</font> die vaak de hoofdrol spelen in reportages over de bio-industrie omdat ze in overvolle stallen in stalen rekken opgesloten zitten ."
varken/noun/ad20030513/21320	a	-2.02465346399	5.11194551228	-0.496264493703	-6.60146901269	-3.43615118092	-4.22357961116	4.72824787547	0.422970443685	-1.38044517949	-0.341025169469	2.25618068354	0.30415414046	"Koeien , <font color=""red"">varkens</font> , schapen en paarden uit de vogelpestgebieden mogen weer naar veemarkten , veilingen , tentoonstellingen en keuringen buiten die gebieden ."
varken/noun/ad20030612/17398	a	3.81496692306	4.49680356513	-6.30261413313	-3.6720439762	2.75926863069	-6.04271885046	2.70012587741	4.15899683435	-2.24510665525	0.961120669374	1.49225917814	-1.41340573832	""" Nederland exporteert levende <font color=""red"">varkens</font> naar Italië om ze daar als Parmaham te laten slachten ."
varken/noun/ad20031110/12552	a	-2.66186668929	-1.49609055609	-1.86207257997	2.51649712838	-2.31903604811	3.89384325174	0.216611975692	-2.11323274373	1.94549099653	1.79185288084	-0.349835093768	1.34536400141	"Rond 2015 moeten de bio-industriële couveuzen , waar duizenden <font color=""red"">varkens</font> in hun eigen pislucht gevangen worden gehouden , zijn verhuisd naar bio-industrieparken ."
varken/noun/ad20031117/16190	a	1.71113956334	-2.51626500019	0.875613724558	4.70710219913	3.06440170106	3.36259121094	-1.6925355995	0.394309660354	2.79279153078	1.05510874414	-0.858479779164	1.60154411964	"Vervolgens wordt er met een lange naald in een van de halsaders van het <font color=""red"">varken</font> geprikt ."
varken/noun/ad20040401/23758	a	-0.810131535003	2.68526086095	0.589391388706	-3.08182985923	-2.09751267372	-1.54241583079	2.50779683858	0.721629523552	-0.568309699435	-0.376465562005	1.68497891236	0.266389595854	"Tegen betaling wordt op kamertjes seks aangeboden met een paard , <font color=""red"">varken</font> , kip of konijn ."
varken/noun/nrc19990105/20511	a	3.3289448979	-6.72669221222	-3.72440238328	12.3291706115	9.78091784168	3.34223776826	-6.34139775934	-1.34296530308	4.62847527933	0.335787014975	-2.98274238667	2.47140393178	"Op het eerste gezicht lijken de <font color=""red"">varkens</font> op dat tafereeltje behaaglijk te dommelen ."
varken/noun/nrc19990702/9648	a	1.37448533345	-1.62592920946	1.16110733329	3.86884865319	2.50978801606	2.65176470437	-1.21378721576	0.366502724442	4.11058157509	0.940682325869	-1.82749713976	1.21384580693	"Volgens hem past bij het houden van nertsen om die reden een scherpere ethische grens dan bijvoorbeeld bij het houden van <font color=""red"">varkens</font> ."
varken/noun/nrc19991113/9710	a	5.16641477431	0.751803889154	-6.47032425122	3.48019227205	-1.30616738542	6.90270069289	-0.164798160734	-3.64463355012	0.657084627654	4.03125293575	-1.66831287282	-1.5188939912	"Of zijn <font color=""red"">varkens</font> door al deze maatregelen gelukkiger zullen worden , weet Geraets niet ."
varken/noun/ad20020116/20816	a	-0.46937323473	0.854768035273	1.16634300763	-0.293308272975	-0.866270833762	0.595447777704	1.04396137525	0.0188635587728	-2.90469750787	0.577681277799	2.63856235344	-1.6484354759	"Dat in tegenstellling tot andere voor de voedselindustrie gefokte stieren en <font color=""red"">varkens</font> die al worden geslacht voor ze een jaar oud zijn ."
varken/noun/trouw19990208/72792	a	1.85258026269	-3.7994826363	2.2063084417	6.14315357547	3.49834204106	4.79650438497	-3.09433393142	0.249080888518	4.35163189681	1.22629731613	-2.18706690785	1.89277890742	"Heiner Holtappels wil een onderzoek naar het draagvlak voor een nationaal herdenkingsmonument voor het <font color=""red"">varken</font> ."
varken/noun/trouw19990714/2826	a	3.13832924713	2.60072218437	-4.75221857265	-0.792639425985	1.91355626702	-2.7763023715	2.34157740601	-2.00284510428	0.375463829192	1.89833358674	0.119797532427	0.463933813345	"Veel boeren blijken <font color=""red"">varkens</font> en biggen niet goed genoeg te huisvesten ."
varken/noun/trouw19991224/43244	a	0.755441953647	-3.05395113129	1.75418348403	5.10964889179	2.32653165961	4.39249016749	-1.80425456099	-0.878474508055	2.62658454823	1.23583395264	-1.01757536227	1.49003611957	"Van de vrolijke gemoedelijkheid van de <font color=""red"">varkens</font> die ik tot op dat ogenblik gezien had , was bij deze dieren niets terug te vinden ."
varken/noun/vk19970920/42954	a	1.78912907388	4.95114353614	-2.00517755532	-4.76514101821	-0.485865472345	-4.35686083112	3.17136100585	3.03829687841	-0.607846175888	0.580272852492	1.05317718206	-0.23273931476	"Dankzij de grote concentraties <font color=""red"">varkens</font> ( veel varkens per bedrijf en veel bedrijven per regio ) en daardoor riante verspreidingsmogelijkheden voor het virus binnen en buiten de bedrijven ."
varken/noun/vk19971205/30430	a	-1.6942312253	-0.60149389702	-0.880293364204	2.20399564876	-1.50117294488	2.39133558117	0.251499406126	-1.5255521009	2.37520057785	1.36482267259	-1.32191162424	0.532802721762	"Zonder pijn zal het niet lukken , en er zullen zonder enige twijfel minder <font color=""red"">varkens</font> komen omdat veel bedrijven , vooral die zonder opvolger , op korte termijn zullen stoppen ."
varken/noun/volkskrant19990105/23195	a	0.929818378062	1.16233964034	-0.586483442069	-0.546352598121	0.969806035592	-0.710594650367	1.08899602024	0.835438653922	-0.385087034739	0.275488528194	1.20733053528	-0.12775345575	"Dat is ten koste gegaan van het welzijn van de <font color=""red"">varkens</font> ."
varken/noun/volkskrant19990123/45360	a	-0.576257667295	1.3996009455	0.588856477408	-1.11894361024	-1.01655372602	-0.0647495194198	1.49340722736	-0.0364614193847	0.582340202549	0.283202393064	0.769408259329	0.635833706913	" <font color=""red"">Varkens</font> met stress verbruiken meer energie en daardoor worden de energiereserves in hun spieren verder opgebruikt ."
varken/noun/volkskrant19990224/26493	a	2.34739335515	3.57923850082	2.51535872255	-2.85400251989	-0.166451966706	-3.49486375139	2.06994805709	-0.118408170127	-1.20962744882	0.729648278196	1.52980539072	-0.584398864594	"Dat gaat om ongeveer een miljoen <font color=""red"">varkens</font> ."
varken/noun/volkskrant19990302/652	a	1.28177505368	-1.25361658089	1.08961849106	3.18753466545	1.94986965561	2.22135547516	-1.00970787508	0.566311059275	3.88658068028	1.77103488167	-2.54780495564	0.795811446251	"De inzet van de vorige minister Van Aartsen , een forse vermindering van het aantal <font color=""red"">varkens</font> , was moedig en terecht ."
varken/noun/volkskrant19990602/40014	a	0.00773293687178	1.84822156395	0.26296981887	-1.60637989521	-0.719423690683	-0.763832041495	1.66780590573	0.695467817061	-0.24652746919	-0.0585469277252	1.18284469893	0.0782468679425	"Ook een aantal <font color=""red"">varkens</font> en kippen dat dit vet heeft binnengekregen , wordt genalyseerd ."
varken/noun/volkskrant19990816/26044	a	3.50408227639	3.20800475047	-5.8565783933	-1.98558439841	3.69350541171	-3.90264175192	2.55972915101	-2.63507671046	0.137193523243	-2.74442182311	3.07431347546	1.64910262912	"' We hebben geprobeerd ons te ontdoen van de <font color=""red"">varkens</font> , maar de Albanezen eten ze niet , omdat de meesten moslim zijn , terwijl de Serviërs het niet wagen het vee terug te halen . '"
varken/noun/volkskrant19991216/38667	a	4.94141766944	5.0687369434	6.11720301715	-4.90526354788	-7.36419963313	0.441498877246	2.08594725333	4.83798784901	-3.3615410445	1.92898310791	1.58961775605	-2.09203017636	"Twee mannen vervoeren , op eenzelfde soort kar , een geslacht <font color=""red"">varken</font> ."
varken/noun/volkskrant20000629/19787	a	3.37850195747	-3.87708406311	0.856687402241	8.22040876708	6.60516948054	3.04349029299	-3.76451498712	1.84669942113	3.05115543508	1.55740342184	-2.43493349529	3.59804641864	"De beide elleboogsteunen liepen minder steil af dan bij het oude <font color=""red"">varken</font> , zodat je je harder af kon zetten ."
varken/noun/volkskrant20001215/9625	a	2.7623758558	-3.44446001231	0.332293978726	6.067877777	5.44966530501	3.60414367625	-2.55095499501	-0.053887959031	3.99077333689	2.00583221957	-1.76474077679	0.915618164248	"Niemand mag dan nog zeuren over het aantal <font color=""red"">varkens</font> . '"
varken/noun/volkskrant20010111/17624	a	-0.969506182179	4.35446099734	-0.576213954897	-4.38807276799	-2.33586676048	-3.57419016674	3.26162765769	0.375188209317	-1.04202539982	-0.298654338942	1.46829958128	0.170657448245	"De saneringen zijn onontkoombaar omdat steeds meer boeren met <font color=""red"">varkens</font> , koeien en kippen de handdoek in de ring gooien ."
varken/noun/vk19970718/45914	a	2.789916764	-4.77798384018	0.636483334966	7.60274746962	5.70504224297	4.97929963471	-3.62125569616	-0.898020172544	7.07226454224	4.5316199108	-4.08061471326	2.52829148889	"Handel in Brabantse <font color=""red"">varkens</font> is allang verboden ."
varken/noun/volkskrant20010123/30830	a	0.608761576272	1.26436206131	0.362870287216	-0.835130197189	-0.0189928428938	-0.526539271535	1.05119846881	0.87718928814	-0.942800856158	0.497839354353	1.43272814245	0.122142747319	" <font color=""red"">Varkens</font> hadden ze ook , maar die hebben ze weggedaan , zegt senior ."
varken/noun/volkskrant20010324/42385	a	0.633195067323	2.18766488614	-1.21580835407	-2.02556615832	0.478990440547	-1.88837912495	2.02450628757	1.23097658974	-1.77080656795	-0.558087408795	2.50463130987	0.0444195980362	"Op het Museumplein in Amsterdam wordt zondag een stille tocht gehouden ' voor de vernietigde koeien , schapen en <font color=""red"">varkens</font> ' ."
